total_timesteps,episode,timestep,timestamp,action,alpha,vel,wing_spread,tail_pitch,tail_spread,f_x,f_y,f_z,m_x,m_y,m_z
0,0,0,2023-09-28 18:33:09.737058,[ 0.59472156  0.20784366 -0.37269187],-6.0,10.0,-0.76541644,0.9068270325660706,0.9992697,-0.5709929372927625,8.530449100766008,-138.9917843472412,-18.720938625257208,-0.13450396872682752,-0.013082266365862488
1,0,1,2023-09-28 18:33:09.757910,[-1.          1.          0.26456273],-6.0,10.0,-1,0.9729677140712738,1,-0.6031655013320733,8.59264939124201,-149.7438552491789,-20.155834981410468,-0.13378902285928726,-0.016656995703563694
2,0,2,2023-09-28 18:33:09.778135,[0.50418246 0.8314917  0.43967223],-6.0,10.0,-0.8739543855190277,1,1,-0.6141956194696713,8.61397428630803,-153.43012073076414,-20.64777825034734,-0.1335439091228962,-0.01788256438551903
3,0,3,2023-09-28 18:33:09.799006,[-0.6852811   0.9540591  -0.34853923],-6.0,10.0,-1,0.9128651916980743,1,-0.5761193662641335,8.540360196777325,-140.70503690947342,-18.949577357380356,-0.13439004808301927,-0.01365186958490372
4,0,4,2023-09-28 18:33:09.819523,[0.16828501 0.18831265 0.31061006],-6.0,10.0,-0.9579287469387054,0.9905177056789398,1,-0.6106843562779712,8.607185844137412,-152.256656572098,-20.49117591199752,-0.13362193719382287,-0.017492424030885696
5,0,5,2023-09-28 18:33:09.844375,[-0.0241195   0.99490905  0.15879095],-6.0,10.0,-0.9639586210250854,1,1,-0.6150056575892258,8.615540360005836,-153.70083547031928,-20.683905950479474,-0.133525908275795,-0.017972568621025087
6,0,6,2023-09-28 18:33:09.864464,[ 0.42873108 -0.0564155   1.        ],-6.0,10.0,-0.8567758500576019,1,0.9858961254358292,-0.6076942690966416,8.601405008920175,-151.25736943609763,-20.357818023710216,-0.1336883835756302,-0.017160192121849063
7,0,7,2023-09-28 18:33:09.885173,[ 0.9103904  -0.26836693 -0.16842723],-6.0,10.0,-0.6291782557964325,0.9578931927680969,0.9188043922185898,-0.558045047058395,8.505416512979563,-134.66459943091562,-18.14346272080442,-0.13479169962092455,-0.011643611895377222
8,0,8,2023-09-28 18:33:09.905951,[0.68551254 0.5835254  0.6017356 ],-6.0,10.0,-0.45780012011528015,1,1,-0.6104502310810376,8.606733202090005,-152.17841193128277,-20.480733928214278,-0.13362713997597694,-0.01746641012011528
9,0,9,2023-09-28 18:33:09.926725,[-0.16320652 -0.24959987 -0.515763  ],-6.0,10.0,-0.4986017495393753,0.8710592538118362,0.9376000314950943,-0.5283347784594863,8.447976660355007,-124.73542766516032,-16.81838474129309,-0.13545192781201143,-0.00834247093994292
11,1,0,2023-09-28 18:33:09.983527,[ 0.34734237 -0.93837804  0.64945817],-6.0,10.0,-0.4087622,1,0.7478681,-0.4965495439825344,8.3865252070329,-114.112802302963,-15.400763283621036,-0.1361582663559437,-0.0048107782202816
12,1,1,2023-09-28 18:33:10.003711,[-0.76899123  0.00776482  0.01519775],-6.0,10.0,-0.60100996,1,0.7498093,-0.4991533158181,8.391559165914993,-114.98298285040902,-15.51689150748726,-0.13610040475959778,-0.005100086202011113
13,1,2,2023-09-28 18:33:10.024762,[-0.51242065  0.84812903 -0.42459083],-6.0,10.0,-0.7291151,0.8938522934913635,0.9618416,-0.5497770034809595,8.489431628729855,-131.90141926733668,-17.7747079772508,-0.13497543392264535,-0.010724940386773282
14,1,3,2023-09-28 18:33:10.045420,[0.04276526 0.6446786  0.26343775],-6.0,10.0,-0.71842384,0.9597117304801941,1,-0.5946661233065414,8.576217260392648,-146.90336311304617,-19.77676272147175,-0.13397789792652132,-0.015712620367393494
15,1,4,2023-09-28 18:33:10.073469,[-0.27177978 -0.939692    0.8765919 ],-6.0,10.0,-0.7863688,1,0.7650769948959351,-0.5076919967887688,8.408067282458287,-117.83661003080653,-15.897716678779089,-0.13591065629358293,-0.0060488285320854235
16,1,5,2023-09-28 18:33:10.093823,[0.06858599 0.09552944 0.10823774],-6.0,10.0,-0.76922226,1,0.7889593541622162,-0.5182847397086906,8.428546585436802,-121.3767047146444,-16.370153013007606,-0.13567526200647353,-0.007225799967632292
17,1,6,2023-09-28 18:33:10.114805,[-0.83627415  0.0109812   0.00480938],-6.0,10.0,-0.9782908,1,0.7917046546936035,-0.5214017417786407,8.434572789438706,-122.41840680642174,-16.50917130532738,-0.13560599529380798,-0.00757213353096009
