total_timesteps,episode,timestep,timestamp,action,alpha,vel,wing_spread,tail_pitch,tail_spread,f_x,f_y,f_z,m_x,m_y,m_z
34,2,10,2023-09-28 17:57:48.867931,[-1.         -1.         -0.25194627],-6.0,10.0,0.75,0.7866065502166748,-0.66835165,0.0869983736664138,7.258332566244934,80.9089117753155,10.625473843522057,-0.14912599785925365,0.060027879296268204
35,2,11,2023-09-28 17:57:48.920559,[-0.7536378   0.36410928 -0.9049074 ],-6.0,10.0,0.5615905523300171,0.5603796988725662,-0.57732433,-0.005691339436852766,7.437532678244582,49.93200965620381,6.491512639116368,-0.14706622645695883,0.049729022284794144
36,2,12,2023-09-28 17:57:48.963090,[0.50220835 0.5118561  0.82924664],-6.0,10.0,0.6871426403522491,0.767691358923912,-0.4493603,0.005090766283125325,7.416687273852625,53.53538938782049,6.97239455422739,-0.14730582880629167,0.050927034031458374
37,2,13,2023-09-28 17:57:49.001790,[0.25852358 0.17578721 0.48652363],-6.0,10.0,0.7517735362052917,0.8893222659826279,-0.4054135,0.012680398809554266,7.4020139843015285,56.07184457815304,7.310892164906122,-0.14747448730687898,0.05177032653439492
38,2,14,2023-09-28 17:57:49.042645,[ 0.46775985  0.51400447 -0.43183655],-6.0,10.0,0.8687134981155396,0.7813631296157837,-0.2769124,-0.05114549884412696,7.525410719765312,34.741229582292775,4.464257129551938,-0.14605613402568607,0.04467856012843034
39,2,15,2023-09-28 17:57:49.084563,[0.643173   0.7077186  0.40870047],-6.0,10.0,1,0.8835382461547852,-0.09998274,-0.10757767196301932,7.634512921128504,15.881597325958948,1.9473822084493393,-0.14480208573415512,0.03840831867077563
40,2,16,2023-09-28 17:57:49.137656,[-0.10110885  0.03772187  0.33298588],-6.0,10.0,0.9747227877378464,0.9667847156524658,-0.09055227,-0.10816247695928799,7.63564354412129,15.686155496205958,1.9212999056157565,-0.14478909006757137,0.03834334033785689
41,2,17,2023-09-28 17:57:49.179481,[ 0.43868506 -0.5805031  -0.29885828],-6.0,10.0,1,0.8920701444149017,-0.23567805,-0.05272142278316008,7.528457506047443,34.2145558018679,4.393970921871061,-0.14602111349370755,0.044503457468537774
42,2,18,2023-09-28 17:57:49.220505,[-0.7009702   0.24419308 -0.993391  ],-6.0,10.0,0.82475745677948,0.6437224000692368,-0.17462978,-0.09832131806663141,7.616617303595487,18.975070798131785,2.3602155922282395,-0.1450077824874082,0.03943680243704096
43,2,19,2023-09-28 17:57:49.261811,[-0.4923107  -0.4546882  -0.32590735],-6.0,10.0,0.7016797810792923,0.562245562672615,-0.28830183,-0.07707152202036657,7.575534364572709,26.076752636793497,3.3079564958916516,-0.14548000017732518,0.041797890886625944
44,2,20,2023-09-28 17:57:49.302525,[-0.10621488 -0.7315626   0.61876583],-6.0,10.0,0.6751260608434677,0.7169370204210281,-0.47119248,0.00176300396327142,7.423120947671009,52.423251220525316,6.823976354761906,-0.14723187853251715,0.05055728266258572
45,2,21,2023-09-28 17:57:49.344990,[-0.49339557  0.6284791   0.70076144],-6.0,10.0,0.5517771691083908,0.8921273797750473,-0.3140727,-0.025277251429090236,7.475398774762908,43.38639786839804,5.617980964262576,-0.14663098396824245,0.0475528098412122
46,2,22,2023-09-28 17:57:49.387407,[-0.52181476 -0.5304362   0.018659  ],-6.0,10.0,0.4213234782218933,0.8967921286821365,-0.44668174,0.027723181262558072,7.372931271559055,61.09914247394691,7.981800262310091,-0.14780877136139017,0.05344174680695091
47,2,23,2023-09-28 17:57:49.428364,[-0.4506021  -1.         -0.67513645],-6.0,10.0,0.3086729496717453,0.7280080169439316,-0.69668174,0.07468347724930766,7.282141365984672,76.79327339271862,10.076229463319123,-0.14885233349442906,0.058659557472145296
48,2,24,2023-09-28 17:57:49.480104,[-0.7829516  -0.40621495  0.5152817 ],-6.0,10.0,0.11293505132198334,0.856828436255455,-0.7982355,0.1524642700675709,7.13176516653603,102.7876143525822,13.545252823013664,-0.15058079555705714,0.06730186778528566
49,2,25,2023-09-28 17:57:49.521222,[-0.18569893 -1.          0.25562882],-6.0,10.0,0.06651031970977783,0.9207356423139572,-1,0.2585996019186687,6.926570191623908,138.25804225721907,18.278888623572627,-0.15293935848708154,0.07909468243540764
50,2,26,2023-09-28 17:57:49.560903,[ 0.69920874  0.52023315 -0.42245764],-6.0,10.0,0.24131250381469727,0.8151212334632874,-0.8699417114257812,0.16494036492067798,7.107644716486689,106.95712525249058,14.10168665346224,-0.15085804210934842,0.068688100546742
51,2,27,2023-09-28 17:57:49.602113,[-0.4204862  0.6840887 -0.5483546],-6.0,10.0,0.13619095087051392,0.6780325770378113,-0.6989195346832275,0.05814628451733611,7.3141132719331505,71.26654358169374,9.338670667473192,-0.14848484032260748,0.05682209161303735
52,2,28,2023-09-28 17:57:49.643191,[0.17857528 0.6699257  0.44290698],-6.0,10.0,0.18083477020263672,0.78875932097435,-0.5314381122589111,0.033927026986176806,7.360937169826725,63.17246771478029,8.258491781583487,-0.14794663459969282,0.0541310629984641
53,2,29,2023-09-28 17:57:49.695103,[0.83503187 0.54880095 0.13756156],-6.0,10.0,0.3895927369594574,0.823149710893631,-0.3942378759384155,-0.006791138246453221,7.439658955943143,49.56445689403533,6.442461612208187,-0.14704178648341215,0.049606822417060756
54,2,30,2023-09-28 17:57:49.736533,[-0.26183957 -0.9820645   0.291749  ],-6.0,10.0,0.32413284480571747,0.8960869610309601,-0.6397539973258972,0.10456101247527894,7.224378131214461,86.77834566523822,11.408767534397441,-0.14951627872167286,0.06197928360836433
55,2,31,2023-09-28 17:57:49.777687,[ 0.1682514 -1.         0.5716989],-6.0,10.0,0.3661956936120987,1,-0.8897539973258972,0.2473550300391626,6.948309697257619,134.50010633508813,17.777380717746652,-0.15268947911198139,0.07784528555990697
56,2,32,2023-09-28 17:57:49.818451,[-0.880288    0.3334024   0.45368767],-6.0,10.0,0.14612369239330292,1,-0.806403398513794,0.20786661256274697,7.024653971045356,121.30307721447005,16.016197298298515,-0.1518119587236166,0.073457683618083
57,2,33,2023-09-28 17:57:49.858989,[ 0.82104707 -0.7942827  -1.        ],-6.0,10.0,0.3513854593038559,0.75,-1,0.1843324391337347,7.070153373008113,113.43795645449414,14.96657316336457,-0.1512889770918608,0.07084277545930387
58,2,34,2023-09-28 17:57:49.902107,[-0.1079669   0.60686517  0.7414892 ],-6.0,10.0,0.32439373433589935,0.9353722929954529,-0.8482837080955505,0.20364699832743233,7.032811891900297,119.89288213702788,15.828002503403484,-0.1517181895183874,0.07298883759193693
59,2,35,2023-09-28 17:57:49.943097,[-0.4347428 -0.4939189  0.7132175],-6.0,10.0,0.21570803225040436,1,-0.9717634320259094,0.2829048867019129,6.879579974376302,146.38086843177928,19.362904324905315,-0.15347947592670919,0.08179526963354589
61,3,0,2023-09-28 17:57:50.036983,[-0.02677506 -0.67047274  0.0358932 ],-6.0,10.0,0.93325055,1,-0.7835574,0.20467006167194368,7.0308339694342425,120.2347899067636,15.873631128568691,-0.15174092425937652,0.07310251129688264
62,3,1,2023-09-28 17:57:50.077900,[-0.89704955  0.59426355  0.43899393],-6.0,10.0,0.7089882,1,-0.6349915,0.13579705067893982,7.1639884573540495,97.2174296329017,12.801894838280719,-0.15021041290397644,0.0654499545198822
63,3,2,2023-09-28 17:57:50.118314,[ 0.10457599 -0.18190551  0.4960673 ],-6.0,10.0,0.7351322,1,-0.6804679,0.15649671658298492,7.123969103272896,104.13525797803356,13.72509993760113,-0.1506704054796219,0.06774991739810944
64,3,3,2023-09-28 17:57:50.158667,[-0.13457239  0.0844785   0.24965   ],-6.0,10.0,0.7014891,1,-0.65934825,0.14669008406421663,7.142928592809182,100.85788139026121,13.287724127264063,-0.15045248031253816,0.06666029156269074
65,3,4,2023-09-28 17:57:50.199586,[ 0.2412138  -0.37901586  0.5400212 ],-6.0,10.0,0.76179254,1,-0.75410223,0.18987210639736174,7.059443349631767,115.28931325399832,15.213642323322336,-0.15141208080883026,0.07145829404415131
66,3,5,2023-09-28 17:57:50.251508,[-0.63901013  0.84401584 -0.3326732 ],-6.0,10.0,0.60204,0.9168317019939423,-0.5430983,0.07315670035908198,7.285093134639109,76.2830245560052,10.008135214015057,-0.14881840511909072,0.05848991559545356
67,3,6,2023-09-28 17:57:50.292921,[-0.0501923   0.66189814 -0.02931058],-6.0,10.0,0.5894919,0.9095040559768677,-0.37762374,0.003528041271659149,7.4197085422081255,53.01312668898849,6.902697018715999,-0.14727110158381465,0.05075339791907324
