total_timesteps,episode,timestep,timestamp,action,alpha,vel,wing_spread,tail_pitch,tail_spread,f_x,f_y,f_z,m_x,m_y,m_z
0,0,0,2023-09-28 17:54:49.502522,[ 0.59472156  0.20784366 -0.37269187],-6.0,10.0,-0.76541644,0.9068270325660706,0.9992697,-0.5709929372927625,8.530449100766008,-138.9917843472412,-18.720938625257208,-0.13450396872682752,-0.013082266365862488
1,0,1,2023-09-28 17:54:49.529678,[-1.          1.          0.26456273],-6.0,10.0,-1,0.9729677140712738,1,-0.6031655013320733,8.59264939124201,-149.7438552491789,-20.155834981410468,-0.13378902285928726,-0.016656995703563694
2,0,2,2023-09-28 17:54:49.557656,[0.50418246 0.8314917  0.43967223],-6.0,10.0,-0.8739543855190277,1,1,-0.6141956194696713,8.61397428630803,-153.43012073076414,-20.64777825034734,-0.1335439091228962,-0.01788256438551903
3,0,3,2023-09-28 17:54:49.596519,[-0.6852811   0.9540591  -0.34853923],-6.0,10.0,-1,0.9128651916980743,1,-0.5761193662641335,8.540360196777325,-140.70503690947342,-18.949577357380356,-0.13439004808301927,-0.01365186958490372
4,0,4,2023-09-28 17:54:49.642387,[0.16828501 0.18831265 0.31061006],-6.0,10.0,-0.9579287469387054,0.9905177056789398,1,-0.6106843562779712,8.607185844137412,-152.256656572098,-20.49117591199752,-0.13362193719382287,-0.017492424030885696
5,0,5,2023-09-28 17:54:49.684169,[-0.0241195   0.99490905  0.15879095],-6.0,10.0,-0.9639586210250854,1,1,-0.6150056575892258,8.615540360005836,-153.70083547031928,-20.683905950479474,-0.133525908275795,-0.017972568621025087
6,0,6,2023-09-28 17:54:49.736830,[ 0.42873108 -0.0564155   1.        ],-6.0,10.0,-0.8567758500576019,1,0.9858961254358292,-0.6076942690966416,8.601405008920175,-151.25736943609763,-20.357818023710216,-0.1336883835756302,-0.017160192121849063
7,0,7,2023-09-28 17:54:49.778676,[ 0.9103904  -0.26836693 -0.16842723],-6.0,10.0,-0.6291782557964325,0.9578931927680969,0.9188043922185898,-0.558045047058395,8.505416512979563,-134.66459943091562,-18.14346272080442,-0.13479169962092455,-0.011643611895377222
8,0,8,2023-09-28 17:54:49.819711,[0.68551254 0.5835254  0.6017356 ],-6.0,10.0,-0.45780012011528015,1,1,-0.6104502310810376,8.606733202090005,-152.17841193128277,-20.480733928214278,-0.13362713997597694,-0.01746641012011528
9,0,9,2023-09-28 17:54:49.860212,[-0.16320652 -0.24959987 -0.515763  ],-6.0,10.0,-0.4986017495393753,0.8710592538118362,0.9376000314950943,-0.5283347784594863,8.447976660355007,-124.73542766516032,-16.81838474129309,-0.13545192781201143,-0.00834247093994292
11,1,0,2023-09-28 17:54:49.944958,[ 0.34734237 -0.93837804  0.64945817],-6.0,10.0,-0.376689,1,-0.91992027,0.25424388867041586,6.934991237237196,136.80236288965298,18.08462381270055,-0.15284256485934258,0.07861071429671287
12,1,1,2023-09-28 17:54:49.985442,[-0.76899123  0.00776482  0.01519775],-6.0,10.0,-0.5689368,1,-0.91797906,0.2516401162984085,6.940025197156411,135.93218216292811,17.96849556490902,-0.15278470325107574,0.07832140625537873
13,1,2,2023-09-28 17:54:50.026000,[-0.51242065  0.84812903 -0.42459083],-6.0,10.0,-0.697042,0.8938522934913635,-0.7059468,0.12135206816703559,7.1919154235437315,92.38991647742331,12.157648618249791,-0.1498894132926008,0.06384495646300396
14,1,3,2023-09-28 17:54:50.077648,[0.04276526 0.6446786  0.26343775],-6.0,10.0,-0.6863507,0.9597117304801941,-0.54477715,0.07276587540537585,7.285848729549607,76.15241085647662,9.990704421079766,-0.14880972012011948,0.058446490600597326
15,1,4,2023-09-28 17:54:50.118821,[-0.27177978 -0.939692    0.8765919 ],-6.0,10.0,-0.75429565,1,-0.77970016,0.1877463811876488,7.063553085037213,114.57889588891223,15.118834978969138,-0.15136484247083665,0.0712221023541832
16,1,5,2023-09-28 17:54:50.159291,[0.06858599 0.09552944 0.10823774],-6.0,10.0,-0.7371491,1,-0.7558178,0.1771536248566818,7.084032413943748,111.03879672310306,14.646398046608011,-0.15112944788570404,0.0700451294285202
17,1,6,2023-09-28 17:54:50.200099,[-0.83627415  0.0109812   0.00480938],-6.0,10.0,-0.94621766,1,-0.7530725,0.17403663619777676,7.090058592017631,109.99709911329701,14.507380352420848,-0.1510601814710617,0.06969879735530854
18,1,7,2023-09-28 17:54:50.240901,[ 0.03283656 -0.7172181   0.2608179 ],-6.0,10.0,-0.93800855,1,-0.93237704,0.25479756125232694,6.933920803578835,136.98740026652766,18.109317609853782,-0.15285486869449616,0.07867223347248078
19,1,8,2023-09-28 17:54:50.293196,[-0.9351763  -0.44067895 -0.9827307 ],-6.0,10.0,-1,0.7543173283338547,-1,0.1741127677502346,7.089911404349547,110.02254227812841,14.510775819660466,-0.15106187328333856,0.06970725641669273
20,1,9,2023-09-28 17:54:50.335184,[ 0.38303447 -0.08632374 -0.25330317],-6.0,10.0,-0.9042413830757141,0.690991535782814,-1,0.1464779886545849,7.143338643934469,100.78699910436228,13.278264671994489,-0.150447767081213,0.066636725406065
21,1,10,2023-09-28 17:54:50.375625,[-0.9648841  -0.27547407 -0.78352046],-6.0,10.0,-1,0.495111420750618,-1,0.057470109337778075,7.315420543946963,71.04056583668545,9.308513254464904,-0.14846981420750618,0.0567469610375309
22,1,11,2023-09-28 17:54:50.417088,[-0.47978973 -0.33907378  0.22722316],-6.0,10.0,-1,0.5519172102212906,-1,0.08303271459958078,7.265999507107478,79.58358851517991,10.448605449141304,-0.14903787210221292,0.05958725051106453
23,1,12,2023-09-28 17:54:50.458996,[ 0.42552805 -0.49307895  0.1702429 ],-6.0,10.0,-0.8936179876327515,0.5944779366254807,-1,0.10314247959277156,7.227120628120642,86.30427197590426,11.345500967837612,-0.14948475576872827,0.061821668843641285
24,1,13,2023-09-28 17:54:50.511679,[-0.14079797  0.1062125  -0.42160738],-6.0,10.0,-0.928817480802536,0.48907609283924103,-0.9734468758106232,0.04955093024638868,7.330730956856982,68.3939761843431,8.955317866988937,-0.14829383244991975,0.055867052249598745
25,1,14,2023-09-28 17:54:50.553117,[ 0.61215556  0.12213039 -0.75475544],-6.0,10.0,-0.775778591632843,0.3003872334957123,-0.9429142773151398,-0.03585430229085894,7.495847739762327,39.85154747039494,5.146244495827692,-0.14639593839353648,0.046377581967682345
26,1,15,2023-09-28 17:54:50.593003,[-0.00912422  0.24816167  0.45138407],-6.0,10.0,-0.778059646487236,0.4132332503795624,-0.8808738589286804,0.0004702987363838784,7.425620177776325,51.9912291336995,6.766321701642722,-0.14720315174969742,0.050413648748487104
27,1,16,2023-09-28 17:54:50.634109,[-0.254202   -0.76101184  0.16265893],-6.0,10.0,-0.8416101485490799,0.45389798283576965,-1,0.040349570939154616,7.348520251517635,65.31888190386549,8.544937241886299,-0.14808935779864787,0.0548446789932394
28,1,17,2023-09-28 17:54:50.675370,[ 0.3638221  -0.284276   -0.69538784],-6.0,10.0,-0.7506546229124069,0.28005102276802063,-1,-0.03706296136060239,7.498184480630498,39.447613609286684,5.092338301317135,-0.14636907930309773,0.04624328651548863
29,1,18,2023-09-28 17:54:50.718304,[0.133968   0.19751585 0.7139447 ],-6.0,10.0,-0.717162624001503,0.45853719115257263,-0.9506210386753082,0.03336830180010908,7.362017371853122,62.98574175759646,8.233572638284867,-0.14793421848444688,0.054068982422234346
31,2,0,2023-09-28 17:54:50.800254,[0.36286497 1.         0.01766551],-6.0,10.0,0.7986543,1,0.5743614,-0.4076047639010239,8.214565298875312,-84.38745679972217,-11.433826091985665,-0.1381348170244217,0.005071975122108458
32,2,1,2023-09-28 17:54:50.854034,[ 0.701831    0.08691978 -0.43132067],-6.0,10.0,0.97411203,0.8921698331832886,0.59609133,-0.3868796378176959,8.174496721780878,-77.46111966267397,-10.509485468669238,-0.13859537538182898,0.0073747669091449
33,2,2,2023-09-28 17:54:50.895805,[ 0.79439235 -0.42644465 -0.4353584 ],-6.0,10.0,1,0.7833302319049835,0.48948017,-0.31987110594918455,8.044946893501757,-55.066868312217494,-7.520904947333634,-0.14008445386779592,0.014820159338979493
34,2,3,2023-09-28 17:54:50.937095,[-1.         -0.99225575 -0.384174  ],-6.0,10.0,0.75,0.6872867345809937,0.24141623,-0.22424500782293216,7.8600697704576685,-23.108626318423926,-3.2559809709027743,-0.1422094782706015,0.02544528135300754
35,2,4,2023-09-28 17:54:50.978709,[-0.7316271   0.46558392 -1.        ],-6.0,10.0,0.5670932233333588,0.43728673458099365,0.35781223,-0.2216361339096242,7.855025947558607,-22.236740656596403,-3.139625194369239,-0.1422674532464528,0.02573515623226398
36,2,5,2023-09-28 17:54:51.020929,[0.524186   0.6131785  0.69741535],-6.0,10.0,0.6981397271156311,0.6116405725479126,0.51110685,-0.29072293096797797,7.988593755204757,-45.32554823349824,-6.220896343171819,-0.1407321910896005,0.01805884544800245
37,2,6,2023-09-28 17:54:51.072694,[0.28046834 0.27695775 0.3548901 ],-6.0,10.0,0.768256813287735,0.7003630995750427,0.5803463,-0.3323196244343858,8.069014029239813,-59.22716318997174,-8.076108871773608,-0.13980782012368032,0.01343699061840158
38,2,7,2023-09-28 17:54:51.115852,[ 0.4896716   0.61502314 -0.56327266],-6.0,10.0,0.8906747102737427,0.5595449358224869,0.7341021,-0.3331573507314121,8.070633633414063,-59.50713131843793,-8.11347146462098,-0.1397892039837464,0.01334390991873199
39,2,8,2023-09-28 17:54:51.157723,[0.66505194 0.8085859  0.27746153],-6.0,10.0,1,0.6289103180170059,0.93624854,-0.4122973954140271,8.223637719800452,-85.95573425136786,-11.643117457465609,-0.13803053632413273,0.004550571620663656
40,2,9,2023-09-28 17:54:51.203401,[-0.07926273  0.13843775  0.20194387],-6.0,10.0,0.9801843166351318,0.6793962866067886,0.970858,-0.4443271583937595,8.285561928227935,-96.66008103919442,-13.071644886361675,-0.13731876381347202,0.0009917090673600554
41,2,10,2023-09-28 17:54:51.242738,[ 0.46049833 -0.47993827 -0.42970383],-6.0,10.0,1,0.5719703286886215,0.8508734,-0.36633348497617024,8.134774159620596,-70.59459538303608,-9.593127051937191,-0.1390519565560851,0.009657672780425532
42,2,11,2023-09-28 17:54:51.293575,[-0.67918956  0.344607   -1.        ],-6.0,10.0,0.8302026093006134,0.3219703286886215,0.9370252,-0.28462064521554,7.976796002750044,-43.28616433503345,-5.948734398613082,-0.14086779743965466,0.01873687719827334
43,2,12,2023-09-28 17:54:51.335145,[-0.47056282 -0.3544249  -0.4563607 ],-6.0,10.0,0.7125619053840637,0.2078801542520523,0.84841895,-0.22928323093668507,7.869810335144258,-24.79240048304014,-3.480685721776153,-0.14209751775696255,0.024885478784812773
44,2,13,2023-09-28 17:54:51.375196,[-0.0844996  -0.63144964  0.48850822],-6.0,10.0,0.6914370059967041,0.3300072103738785,0.6905565,-0.25265698171119794,7.91499958664165,-32.60390799188235,-4.523155006319429,-0.1415781010730845,0.022288395365422452
45,2,14,2023-09-28 17:54:51.415838,[-0.47171283  0.72844195  0.5706992 ],-6.0,10.0,0.5735087990760803,0.47268201410770416,0.872667,-0.33679075175598827,8.077658208728245,-60.721413940851285,-8.275521150317077,-0.1397084617387558,0.012940198693779083
46,2,15,2023-09-28 17:54:51.457672,[-0.50016457 -0.4306234  -0.11120814],-6.0,10.0,0.4484676569700241,0.4448799788951874,0.7650112,-0.3054459942889605,8.017058344291991,-50.2459959953706,-6.87754496728764,-0.14040501190468976,0.016422949523448836
47,2,16,2023-09-28 17:54:51.510734,[-0.4289844  -0.91884017 -0.80480874],-6.0,10.0,0.34122155606746674,0.2436777949333191,0.53530115,-0.2119574876096061,7.836313898045239,-19.002137063130352,-2.7079575693884315,-0.1424825342753421,0.026810561376710437
48,2,17,2023-09-28 17:54:51.551776,[-0.76136625 -0.3067013   0.38580382],-6.0,10.0,0.15087999403476715,0.34012874960899353,0.45862582,-0.22516843256530675,7.861855058292926,-23.41723486732551,-3.2971657144126807,-0.14218895772077098,0.025342678603854807
49,2,18,2023-09-28 17:54:51.591977,[-0.164146   -1.          0.12634516],-6.0,10.0,0.10984349250793457,0.3717150390148163,0.20862582,-0.19023864878198554,7.794324142978506,-11.743701126939571,-1.7392973576765556,-0.1429651751381781,0.029223765690890496
50,2,19,2023-09-28 17:54:51.632107,[ 0.72072935  0.6194484  -0.5515473 ],-6.0,10.0,0.29002583026885986,0.23382821679115295,0.36348793,-0.19196697795713913,7.797665579383803,-12.321308737275896,-1.816380838888405,-0.14292676782317468,0.029031729115873435
51,2,20,2023-09-28 17:54:51.673806,[-0.3989979  0.7831552 -0.6772506],-6.0,10.0,0.1902763545513153,0.06451556086540222,0.5592767,-0.17085446530036716,7.756848054914043,-5.2655070073826975,-0.8747627743963744,-0.14339593477110296,0.03137756385551477
52,2,21,2023-09-28 17:54:51.716459,[0.2000314  0.76884353 0.31420422],-6.0,10.0,0.24028420448303223,0.1430666148662567,0.7514876,-0.20254822714952853,7.818122661155756,-15.857562217372434,-2.2883045528689725,-0.1426916289522327,0.0278560347611635
53,2,22,2023-09-28 17:54:51.757178,[0.8564558  0.6475705  0.00905192],-6.0,10.0,0.45439815521240234,0.14532959461212158,0.91338027,-0.2119739792561389,7.836345781895202,-19.007648571401614,-2.708693096823794,-0.14248216779430803,0.026808728971540127
54,2,23,2023-09-28 17:54:51.797650,[-0.24044776 -0.8834432   0.16343212],-6.0,10.0,0.39428621530532837,0.18618762493133545,0.6925195,-0.21080380530075635,7.834083445581462,-18.61657643551277,-2.656503338413733,-0.1425081716599832,0.026938748299915966
55,2,24,2023-09-28 17:54:51.850459,[ 0.18961108 -1.          0.44357455],-6.0,10.0,0.44168898463249207,0.29708126187324524,0.4425195,-0.21151374041865703,7.835455986809404,-18.85383675191518,-2.6881664446721034,-0.14249239532402985,0.02685986662014922
56,2,25,2023-09-28 17:54:51.891599,[-0.8589604   0.43172812  0.32575548],-6.0,10.0,0.22694888710975647,0.378520131111145,0.5504515,-0.24804813120724062,7.9060891423339985,-31.06363015345982,-4.317600273842933,-0.14168051997317244,0.022800489865862153
57,2,26,2023-09-28 17:54:51.932227,[ 0.8423426 -0.6961044 -1.       ],-6.0,10.0,0.43753454089164734,0.12852013111114502,0.37642542,-0.17416242880823826,7.763243451029261,-6.371028411713226,-1.0222979468474265,-0.14332242447092805,0.031010012354640196
58,2,27,2023-09-28 17:54:51.973073,[-0.08670318  0.7048962   0.61394036],-6.0,10.0,0.41585874557495117,0.2820052206516266,0.5526495,-0.2227198209199538,7.857121075778577,-22.598908855448553,-3.187957635029939,-0.14224337131288992,0.02561474656444958
59,2,28,2023-09-28 17:54:52.013659,[-0.41351104 -0.39603502  0.58586   ],-6.0,10.0,0.31248098611831665,0.4284702241420746,0.45364076,-0.24098490208316628,7.892433566027455,-28.70309898019417,-4.002580254909216,-0.1418374806203741,0.023585293101870415
60,2,29,2023-09-28 17:54:52.066047,[0.49487305 0.68885493 0.2982005 ],-6.0,10.0,0.43619924783706665,0.5030203461647034,0.6258545,-0.2940721312584673,7.99506887576637,-46.44485097057978,-6.370270676127642,-0.1406577644164785,0.017686712082392524
61,2,30,2023-09-28 17:54:52.107400,[-0.16988498 -0.85870403 -0.28256714],-6.0,10.0,0.39372800290584564,0.4323785603046417,0.41117847,-0.23278961760637387,7.876589349372323,-25.964234908050145,-3.6370705672442747,-0.1420195980531917,0.02449588026595846
62,2,31,2023-09-28 17:54:52.147611,[-1.          0.4063145   0.12101138],-6.0,10.0,0.14372800290584564,0.4626314043998718,0.51275706,-0.2617843620327641,7.9326458552633445,-35.65427849534978,-4.930236168661281,-0.14137527039927192,0.021274241996359543
63,2,32,2023-09-28 17:54:52.188348,[-0.03810489 -0.36957252  0.17856157],-6.0,10.0,0.134201779961586,0.50727179646492,0.42036393,-0.25107965930352916,7.91195009665349,-32.076766843239454,-4.452806426937403,-0.1416131526821438,0.02246365341071898
64,2,33,2023-09-28 17:54:52.229840,[-0.2770393  -0.10290706 -0.06737936],-6.0,10.0,0.06494195759296417,0.4904269576072693,0.39463717,-0.24283886980855873,7.896017903629881,-29.322694994020324,-4.08526721546172,-0.1417962813375876,0.023379296687937923
65,2,34,2023-09-28 17:54:52.273485,[ 0.09896064 -0.5661203   0.22346723],-6.0,10.0,0.08968211710453033,0.5462937653064728,0.25310707,-0.2177447576061209,7.847502620038501,-20.9362426959656,-2.966069811232992,-0.14235392827541954,0.02616753137709768
66,2,35,2023-09-28 17:54:52.315281,[-0.78104997  0.657192   -0.6487522 ],-6.0,10.0,-0.10558037459850311,0.38410571217536926,0.41740507,-0.2294277054319042,7.870089652501681,-24.840683859342377,-3.4871292842629265,-0.14209430721262437,0.024869426063121758
67,2,36,2023-09-28 17:54:52.355602,[-0.19201899  0.47535455 -0.3449155 ],-6.0,10.0,-0.15358512103557587,0.29787683486938477,0.5362437,-0.22959285225855652,7.870408936366543,-24.89587592880959,-3.4944948327316214,-0.1420906372831432,0.024851076415715944
68,2,37,2023-09-28 17:54:52.407522,[-0.20240432 -0.6776279   0.3678403 ],-6.0,10.0,-0.20418620109558105,0.3898369073867798,0.3668367,-0.22252062334936495,7.856735960475439,-22.53233702735776,-3.179073423381676,-0.14224779792556969,0.025636879627848344
69,2,38,2023-09-28 17:54:52.449343,[-0.36654216  0.2640276  -0.7916256 ],-6.0,10.0,-0.29582174122333527,0.19193050265312195,0.4328436,-0.19637657567653793,7.806190801641307,-13.794996295098974,-2.0130488971735914,-0.1428287767627436,0.02854177381371801
70,2,39,2023-09-28 17:54:52.489130,[ 0.08993161 -0.7339691  -0.8169794 ],-6.0,10.0,-0.27333883941173553,-0.01231434941291809,0.24935132,-0.15740830986354218,7.730852154402848,-0.7718018603957901,-0.2750642419139804,-0.14369473822525464,0.03287158112627309
71,2,40,2023-09-28 17:54:52.528253,[ 0.08067632  0.5624733  -0.18937331],-6.0,10.0,-0.2531697601079941,-0.05965767800807953,0.38996965,-0.14813945020768982,7.7129323590682,2.325851036590062,0.13832689873703402,-0.14390071288427356,0.0339014544213678
72,2,41,2023-09-28 17:54:52.568866,[-0.8260108  1.        -0.9900484],-6.0,10.0,-0.4596724659204483,-0.3071697801351547,0.63996965,-0.07200638110989072,7.565741758812456,27.769522729074527,3.533861780498875,-0.14559255886422465,0.042360684321123256
73,2,42,2023-09-28 17:54:52.620797,[-0.71611446  0.7037873   0.54442966],-6.0,10.0,-0.6387010812759399,-0.17106236517429352,0.8159165,-0.09927066855257682,7.618452714534982,18.657797865728828,2.317874560555074,-0.14498668580994276,0.03933131904971369
74,2,43,2023-09-28 17:54:52.662283,[-0.00769752  0.18566823 -0.32636565],-6.0,10.0,-0.640625461935997,-0.2526537775993347,0.86233354,-0.06405333770114278,7.550365874888876,30.427429836278083,3.8885675165290325,-0.14576929316219683,0.04324435581098414
75,2,44,2023-09-28 17:54:52.702308,[-0.92883795  0.40203476 -0.22434163],-6.0,10.0,-0.8728349506855011,-0.30873918533325195,0.9628422,-0.030415338545355247,7.485332409854354,41.66924915414228,5.388822278877157,-0.14651680425454766,0.04698191127273831
76,2,45,2023-09-28 17:54:52.743816,[ 0.34213173 -0.6117511  -0.25710028],-6.0,10.0,-0.7873020172119141,-0.37301425635814667,0.80990446,-0.027468089362445325,7.479634394767395,42.654219831070776,5.520269592434939,-0.14658229868083456,0.04730938340417275
77,2,46,2023-09-28 17:54:52.784673,[ 0.03125548 -0.07900947 -1.        ],-6.0,10.0,-0.7794881463050842,-0.6230142563581467,0.7901521,0.0581787794335136,7.3140504484285405,71.27740338268026,9.34011994073471,-0.14848556243185587,0.05682570215927929
78,2,47,2023-09-28 17:54:52.827835,[-0.13296247 -0.8040424  -1.        ],-6.0,10.0,-0.812728762626648,-0.8730142563581467,0.5891415,0.06780342428214853,7.29544280172118,74.49395969109405,9.769379100983826,-0.1486994434284922,0.05789510714246095
79,2,48,2023-09-28 17:54:52.868711,[-0.7345223  -0.71485925  0.38210464],-6.0,10.0,-0.996359333395958,-0.7774880975484848,0.41042668,-0.02170142892705343,7.468485517925637,44.58143774857875,5.777462647853418,-0.14671044669050992,0.04795012345254963
80,2,49,2023-09-28 17:54:52.909404,[0.22000432 0.55391836 0.482553  ],-6.0,10.0,-0.9413582533597946,-0.6568498462438583,0.54890627,-0.002555205685517342,7.431469486325334,50.98010555590011,6.6313842044259275,-0.1471359183180996,0.050077481590498074
