,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_rate,params_learning_starts,params_log_std_init,params_net_arch,params_tau,params_train_freq,state
20,20,-9933.383157200002,2023-08-16 20:28:32.352501,2023-08-16 20:28:35.061094,0 days 00:00:02.708593,32,1000000,0.98,7.708153675818808e-05,20000,-0.6094240474819063,medium,0.02,512,COMPLETE
21,21,-1819.3820867999998,2023-08-16 20:28:35.063697,2023-08-16 20:28:38.729204,0 days 00:00:03.665507,32,1000000,0.98,6.522586710560871e-05,10000,-1.1488295484034674,medium,0.02,32,COMPLETE
22,22,-12098.171236400001,2023-08-16 20:28:37.135444,2023-08-16 20:28:41.162525,0 days 00:00:04.027081,32,1000000,0.995,6.463106862954252e-05,20000,-0.5463103283292084,medium,0.02,512,COMPLETE
23,23,-2732.4967583999996,2023-08-16 20:28:38.730141,2023-08-16 20:28:43.375392,0 days 00:00:04.645251,32,1000000,0.98,0.000217862798891761,20000,-1.1413436027048807,medium,0.02,512,COMPLETE
24,24,-17699.799044,2023-08-16 20:28:41.163457,2023-08-16 20:28:42.191520,0 days 00:00:01.028063,32,1000000,0.995,5.903330264944758e-05,20000,-1.5042483713217796,medium,0.02,512,PRUNED
25,25,-17457.9829256,2023-08-16 20:28:42.192445,2023-08-16 20:28:43.306141,0 days 00:00:01.113696,32,1000000,0.98,0.0002784654105394627,10000,-1.9453533731208843,small,0.02,512,COMPLETE
26,26,-25828.7071914,2023-08-16 20:28:43.307787,2023-08-16 20:28:45.533890,0 days 00:00:02.226103,32,1000000,0.98,0.0004337717330135301,10000,-2.449889448509003,medium,0.005,32,PRUNED
27,27,-25158.3088924,2023-08-16 20:28:43.378211,2023-08-16 20:28:47.215017,0 days 00:00:03.836806,32,1000000,0.999,0.0001100203424259232,10000,-1.7064410352871926,medium,0.02,64,PRUNED
28,28,-31952.196849399996,2023-08-16 20:28:45.534770,2023-08-16 20:28:50.084238,0 days 00:00:04.549468,64,1000000,0.98,1.2143758512464742e-05,20000,-1.8686661652224728,medium,0.02,512,PRUNED
29,29,-17595.1564544,2023-08-16 20:28:47.215966,2023-08-16 20:28:48.649127,0 days 00:00:01.433161,32,100000,0.98,5.094118176062699e-05,20000,-0.13776193066951714,medium,0.02,4,PRUNED
30,30,-2234.2772886,2023-08-16 20:28:48.651821,2023-08-16 20:28:53.387707,0 days 00:00:04.735886,512,1000000,0.98,0.0001311316651851064,10000,-1.0777636293142856,medium,0.02,4,COMPLETE
31,31,-1525.561284,2023-08-16 20:28:50.085838,2023-08-16 20:28:54.542095,0 days 00:00:04.456257,128,1000000,0.98,0.0009113812546007247,10000,-0.6252126322989886,medium,0.02,32,COMPLETE
32,32,-17664.931570599998,2023-08-16 20:28:53.389768,2023-08-16 20:28:55.342443,0 days 00:00:01.952675,512,1000000,0.98,0.000522750373373607,10000,-0.1363763986754788,medium,0.05,4,PRUNED
33,33,-17647.842114799998,2023-08-16 20:28:54.543586,2023-08-16 20:28:56.931461,0 days 00:00:02.387875,512,100000,0.98,4.097883189031341e-05,10000,0.30566292695169084,medium,0.01,4,PRUNED
34,34,-17582.9842048,2023-08-16 20:28:55.343805,2023-08-16 20:28:57.568809,0 days 00:00:02.225004,512,1000000,0.9,0.00028402126475414756,10000,-2.239649426952827,medium,0.02,4,PRUNED
35,35,-22196.586868399998,2023-08-16 20:28:56.932375,2023-08-16 20:29:01.566107,0 days 00:00:04.633732,128,1000000,0.999,3.2726394572401104e-05,10000,-0.041688374875175516,medium,0.02,32,PRUNED
36,36,-17348.449443600002,2023-08-16 20:28:57.570982,2023-08-16 20:28:59.058663,0 days 00:00:01.487681,128,1000000,0.98,0.0012147249196915,10000,-1.1831839904477652,medium,0.02,4,COMPLETE
37,37,-18086.816694200003,2023-08-16 20:28:59.061380,2023-08-16 20:29:00.452377,0 days 00:00:01.390997,32,1000000,0.98,1.425432693899866e-05,10000,-1.1791567952733795,medium,0.02,128,PRUNED
38,38,-17982.719754,2023-08-16 20:29:00.453332,2023-08-16 20:29:02.339000,0 days 00:00:01.885668,64,1000000,0.98,0.00010602366369329552,10000,-0.7822765762712537,medium,0.02,32,PRUNED
39,39,-17946.782123599998,2023-08-16 20:29:01.567661,2023-08-16 20:29:03.240633,0 days 00:00:01.672972,256,1000000,0.98,0.013337141694962612,10000,-0.6557654581334844,medium,0.02,32,PRUNED
40,40,-16903.9658418,2023-08-16 20:29:02.340130,2023-08-16 20:29:04.470873,0 days 00:00:02.130743,32,100000,0.98,0.00024367182485203115,10000,-2.0422961332471226,medium,0.02,32,COMPLETE
41,41,-18499.9704426,2023-08-16 20:29:03.242596,2023-08-16 20:30:34.175176,0 days 00:01:30.932580,512,1000000,0.98,0.0011991345919469172,0,-1.9336894222948082,big,0.02,4,PRUNED
42,42,-3891.5064123999996,2023-08-16 20:29:04.478208,2023-08-16 20:29:09.157255,0 days 00:00:04.679047,32,1000000,0.98,0.00029118776458061826,20000,-0.9467744004365349,medium,0.01,512,COMPLETE
43,43,-22448.2060312,2023-08-16 20:29:09.159689,2023-08-16 20:29:11.836984,0 days 00:00:02.677295,2048,1000000,0.98,0.001423819918970099,20000,-2.153990883565584,medium,0.01,512,PRUNED
44,44,-17255.4051,2023-08-16 20:29:11.841092,2023-08-16 20:29:12.671455,0 days 00:00:00.830363,32,10000,0.98,0.0003652349529624701,10000,0.5485450576123081,medium,0.02,32,COMPLETE
45,45,-2039.6413578,2023-08-16 20:29:12.672467,2023-08-16 20:29:16.402374,0 days 00:00:03.729907,16,1000000,0.98,0.0001450524152616325,1000,-1.0215080259675864,medium,0.01,64,COMPLETE
46,46,-17812.0587748,2023-08-16 20:29:16.403539,2023-08-16 20:29:17.647615,0 days 00:00:01.244076,16,1000000,0.99,0.00010295219349679458,1000,-1.2232181648613287,medium,0.005,64,PRUNED
47,47,-18060.982862800003,2023-08-16 20:29:17.648480,2023-08-16 20:29:18.826883,0 days 00:00:01.178403,16,1000000,0.98,0.0025806065957182478,1000,-2.4573121593182012,medium,0.01,64,PRUNED
48,48,-17900.7342814,2023-08-16 20:29:18.828507,2023-08-16 20:29:19.969290,0 days 00:00:01.140783,128,1000000,0.98,0.00024405459198751855,1000,-0.9753251413374958,medium,0.01,64,PRUNED
49,49,-17566.6343854,2023-08-16 20:29:19.970955,2023-08-16 20:29:21.581379,0 days 00:00:01.610424,128,1000000,0.98,0.008349659417619903,10000,-1.711076589624955,big,0.02,32,PRUNED
50,50,-17701.6925044,2023-08-16 20:29:21.582928,2023-08-16 20:29:23.132196,0 days 00:00:01.549268,256,1000000,0.98,7.465422125334826e-05,1000,-1.6051071321788424,medium,0.02,4,PRUNED
51,51,-17431.8778268,2023-08-16 20:29:23.133236,2023-08-16 20:29:24.181954,0 days 00:00:01.048718,1024,1000000,0.9,0.002648628179858353,10000,0.05374842817708636,medium,0.02,32,PRUNED
52,52,-21453.1073268,2023-08-16 20:29:24.182971,2023-08-16 20:29:25.271602,0 days 00:00:01.088631,32,100000,0.98,0.000177645895294741,20000,-1.3659207677599925,medium,0.01,512,PRUNED
53,53,-29064.399780800002,2023-08-16 20:29:25.272625,2023-08-16 20:29:27.011887,0 days 00:00:01.739262,512,1000000,0.9999,1.4850832817299976e-05,10000,-0.49188967779037407,medium,0.005,4,PRUNED
54,54,-7142.8701716,2023-08-16 20:29:27.012940,2023-08-16 20:29:30.469584,0 days 00:00:03.456644,32,1000000,0.98,0.0003056530469438599,20000,-1.2216567789700168,medium,0.01,4,COMPLETE
55,55,-10229.951099799999,2023-08-16 20:29:30.471336,2023-08-16 20:29:33.632283,0 days 00:00:03.160947,128,1000000,0.98,0.0027466965551200973,10000,-0.38534502601164516,medium,0.001,8,COMPLETE
56,56,-17377.935407999998,2023-08-16 20:29:33.633427,2023-08-16 20:29:34.596598,0 days 00:00:00.963171,16,1000000,0.98,0.0004625398232619854,1000,-0.5518523313087802,medium,0.01,512,PRUNED
57,57,-15587.963507600001,2023-08-16 20:29:34.597488,2023-08-16 20:29:37.660815,0 days 00:00:03.063327,16,1000000,0.999,1.8587127855597698e-05,1000,-0.7063241736248143,medium,0.01,64,COMPLETE
58,58,-18664.0369248,2023-08-16 20:29:37.662769,2023-08-16 20:29:38.824108,0 days 00:00:01.161339,512,1000000,0.98,3.231403822543477e-05,10000,-1.963673879291699,medium,0.01,32,PRUNED
59,59,-10726.001806600001,2023-08-16 20:29:38.825278,2023-08-16 20:29:42.191956,0 days 00:00:03.366678,32,1000000,0.9999,0.014685599655274289,20000,-0.09840910258903268,medium,0.01,512,COMPLETE
60,60,-22589.748006,2023-08-16 20:29:42.193837,2023-08-16 20:29:43.717105,0 days 00:00:01.523268,1024,1000000,0.98,0.00013903567403323938,20000,-1.0284733854656738,medium,0.005,512,PRUNED
61,61,-21620.6212204,2023-08-16 20:29:43.719359,2023-08-16 20:29:44.882724,0 days 00:00:01.163365,16,1000000,0.98,3.108206017027797e-05,20000,-0.7322614834577538,medium,0.08,64,PRUNED
62,62,-17826.210492399998,2023-08-16 20:29:44.885105,2023-08-16 20:29:46.141967,0 days 00:00:01.256862,512,1000000,0.98,1.2592672674521973e-05,10000,-1.4211195910797703,medium,0.02,4,PRUNED
63,63,-17783.3953612,2023-08-16 20:29:46.143026,2023-08-16 20:29:47.357599,0 days 00:00:01.214573,32,1000000,0.98,0.002101972879812295,20000,0.8888090266368156,medium,0.01,4,PRUNED
64,64,-19124.814767,2023-08-16 20:29:47.358629,2023-08-16 20:29:48.492292,0 days 00:00:01.133663,64,1000000,0.98,0.0002986762017341254,20000,-0.15802719065094573,big,0.01,512,PRUNED
65,65,-10667.9763508,2023-08-16 20:29:48.493890,2023-08-16 20:29:51.069371,0 days 00:00:02.575481,1024,1000000,0.98,0.001976983292722712,20000,-1.981532574105199,medium,0.01,4,COMPLETE
66,66,-17712.316292800002,2023-08-16 20:29:51.070519,2023-08-16 20:29:51.937985,0 days 00:00:00.867466,32,1000000,0.999,0.0004568632077142078,20000,-0.5537629649997002,big,0.01,512,PRUNED
67,67,-17520.8097148,2023-08-16 20:29:51.938948,2023-08-16 20:29:52.978311,0 days 00:00:01.039363,32,1000000,0.999,0.00012663016165836218,20000,-0.3534327538530254,medium,0.08,4,PRUNED
68,68,-30969.6702628,2023-08-16 20:29:52.979958,2023-08-16 20:29:54.334871,0 days 00:00:01.354913,16,1000000,0.98,3.2146925155714035e-05,1000,-1.708900116295313,small,0.01,256,PRUNED
69,69,-24503.932069399998,2023-08-16 20:29:54.336139,2023-08-16 20:30:14.546726,0 days 00:00:20.210587,16,1000000,0.98,0.0010296348966242115,0,-0.3157505271220174,medium,0.02,32,PRUNED
70,70,-16603.941081999998,2023-08-16 20:30:14.547944,2023-08-16 20:30:15.925492,0 days 00:00:01.377548,32,1000000,0.98,0.00027449055609519367,10000,-1.654074663712709,big,0.01,4,COMPLETE
71,71,-27114.4810856,2023-08-16 20:30:15.926965,2023-08-16 20:30:17.712846,0 days 00:00:01.785881,32,1000000,0.98,0.00011695554570503384,20000,-1.655207584097837,medium,0.01,4,PRUNED
72,72,-18280.0915398,2023-08-16 20:30:17.714159,2023-08-16 20:30:18.761139,0 days 00:00:01.046980,32,1000000,0.95,0.0033575660593941196,20000,-0.7088169890880385,medium,0.02,256,PRUNED
73,73,-20445.649865400002,2023-08-16 20:30:18.762096,2023-08-16 20:30:19.844191,0 days 00:00:01.082095,32,1000000,0.98,2.3960659100778466e-05,20000,0.08641440932915201,medium,0.02,64,PRUNED
74,74,-32209.1206592,2023-08-16 20:30:19.845363,2023-08-16 20:30:21.583725,0 days 00:00:01.738362,32,1000000,0.99,2.3180578290013127e-05,10000,-1.3368073025748857,big,0.02,32,PRUNED
75,75,-4314.684712599999,2023-08-16 20:30:21.584640,2023-08-16 20:30:24.129125,0 days 00:00:02.544485,32,10000,0.98,5.4468993113882886e-05,20000,-0.6963733739483777,medium,0.02,512,COMPLETE
76,76,-7337.835289199999,2023-08-16 20:30:24.130430,2023-08-16 20:30:26.809129,0 days 00:00:02.678699,32,10000,0.9,1.2059516755676845e-05,20000,-0.9922417986152394,medium,0.02,512,COMPLETE
77,77,-16188.820531200001,2023-08-16 20:30:26.810375,2023-08-16 20:30:28.408299,0 days 00:00:01.597924,32,10000,0.98,7.975430007904437e-05,20000,-1.290117795806529,medium,0.02,8,PRUNED
78,78,-17617.5238122,2023-08-16 20:30:28.409235,2023-08-16 20:31:05.907467,0 days 00:00:37.498232,16,1000000,0.98,0.0005373865906711906,0,-0.601750498201354,medium,0.01,64,PRUNED
79,79,-20491.9260572,2023-08-16 20:30:34.176924,2023-08-16 20:30:35.274107,0 days 00:00:01.097183,128,1000000,0.98,0.0012559039911891163,20000,-0.4688844500180163,medium,0.01,32,PRUNED
80,80,-8485.457640800001,2023-08-16 20:30:35.275104,2023-08-16 20:30:37.807497,0 days 00:00:02.532393,32,10000,0.98,1.2058699881723889e-05,20000,-0.02033714035019607,small,0.02,512,COMPLETE
81,81,-17682.956895599997,2023-08-16 20:30:37.808863,2023-08-16 20:30:38.962081,0 days 00:00:01.153218,128,1000000,0.9999,0.007548634898659299,10000,-1.6879246128185237,medium,0.02,32,PRUNED
82,82,-18503.778320999998,2023-08-16 20:30:38.963637,2023-08-16 20:30:40.388306,0 days 00:00:01.424669,32,10000,0.9,2.033901466176746e-05,20000,-1.0233066393311263,big,0.001,512,PRUNED
83,83,-17378.790081799998,2023-08-16 20:30:40.389358,2023-08-16 20:30:41.174786,0 days 00:00:00.785428,16,10000,0.98,0.0005105962285718087,20000,-1.0491517348967399,medium,0.02,512,PRUNED
84,84,-656.2826966,2023-08-16 20:30:41.176280,2023-08-16 20:30:43.578080,0 days 00:00:02.401800,32,10000,0.95,2.4731922697779833e-05,20000,-0.8415755714752348,medium,0.02,512,COMPLETE
85,85,-17518.674162799998,2023-08-16 20:30:43.579259,2023-08-16 20:30:44.482345,0 days 00:00:00.903086,256,1000000,0.98,2.1249460987201004e-05,20000,-1.0471700349731732,medium,0.01,512,PRUNED
86,86,-28760.4872674,2023-08-16 20:30:44.483471,2023-08-16 20:30:46.575623,0 days 00:00:02.092152,32,10000,0.95,4.920037691712271e-05,20000,-0.9157132359357998,medium,0.02,512,PRUNED
87,87,-17704.7139798,2023-08-16 20:30:46.577181,2023-08-16 20:30:47.513490,0 days 00:00:00.936309,32,1000000,0.98,0.0002048997293986111,20000,-1.2536524064466867,medium,0.005,8,PRUNED
88,88,-17323.582872,2023-08-16 20:30:47.519500,2023-08-16 20:30:48.519613,0 days 00:00:01.000113,32,1000000,0.98,0.00015477680702168334,10000,-1.6761456030428006,medium,0.02,32,PRUNED
89,89,-25301.132326799998,2023-08-16 20:30:48.520676,2023-08-16 20:30:51.906253,0 days 00:00:03.385577,2048,1000000,0.98,0.0004886609399502801,20000,-0.5778719236324534,medium,0.02,4,PRUNED
90,90,-17832.2005996,2023-08-16 20:30:51.907999,2023-08-16 20:30:53.018193,0 days 00:00:01.110194,512,1000000,0.995,0.0011578351477905089,10000,-0.47063258797453367,medium,0.02,4,PRUNED
91,91,-17812.1734622,2023-08-16 20:30:53.019666,2023-08-16 20:30:53.917941,0 days 00:00:00.898275,32,10000,0.98,0.00011616722556987658,10000,-1.0383173922452005,medium,0.01,512,PRUNED
92,92,-7818.2191926,2023-08-16 20:30:53.918812,2023-08-16 20:30:56.961447,0 days 00:00:03.042635,32,1000000,0.98,0.0006264535558716805,20000,-0.6948789430283272,medium,0.08,32,COMPLETE
93,93,-40661.18700679999,2023-08-16 20:30:56.963134,2023-08-16 20:30:59.596189,0 days 00:00:02.633055,128,1000000,0.98,0.0035090417318399112,10000,-0.8914306357807991,medium,0.05,32,PRUNED
94,94,-17220.2288672,2023-08-16 20:30:59.605360,2023-08-16 20:31:00.463254,0 days 00:00:00.857894,32,10000,0.9,5.178728421062852e-05,20000,-2.239161338659441,medium,0.02,512,PRUNED
95,95,-17604.067379199998,2023-08-16 20:31:00.464214,2023-08-16 20:31:01.364907,0 days 00:00:00.900693,512,1000000,0.98,0.0004961161749205776,10000,-0.582879467871494,small,0.02,128,PRUNED
96,96,-17654.9485146,2023-08-16 20:31:01.366287,2023-08-16 20:31:02.259627,0 days 00:00:00.893340,32,1000000,0.98,0.0008471795656358337,20000,-1.4069498310291202,small,0.01,512,PRUNED
97,97,-17368.968643,2023-08-16 20:31:02.261123,2023-08-16 20:31:03.192221,0 days 00:00:00.931098,512,1000000,0.98,0.000305737564920418,10000,0.30394433303756907,medium,0.02,256,PRUNED
98,98,-17713.5992192,2023-08-16 20:31:03.204215,2023-08-16 20:31:29.586217,0 days 00:00:26.382002,512,10000,0.9,0.00014407419454339707,0,-1.2446290534933027,medium,0.02,512,PRUNED
99,99,-6924.886122999999,2023-08-16 20:31:05.912159,2023-08-16 20:31:08.345148,0 days 00:00:02.432989,256,1000000,0.95,1.6840922988914463e-05,10000,-1.8581295339068304,medium,0.02,32,COMPLETE
100,100,-8188.7267446,2023-08-16 20:31:08.347344,2023-08-16 20:31:11.407487,0 days 00:00:03.060143,32,10000,0.9999,1.8272905400011895e-05,20000,-0.4298923790121957,medium,0.01,512,COMPLETE
101,101,-17625.8950176,2023-08-16 20:31:11.409312,2023-08-16 20:31:12.415351,0 days 00:00:01.006039,256,1000000,0.95,1.6037416022014112e-05,10000,-3.326693824023012,medium,0.02,32,PRUNED
102,102,-25989.7964174,2023-08-16 20:31:12.416954,2023-08-16 20:31:23.032860,0 days 00:00:10.615906,32,10000,0.98,2.2460218857620888e-05,0,-0.6511016216526933,medium,0.02,512,PRUNED
103,103,-20667.9955252,2023-08-16 20:31:23.035304,2023-08-16 20:31:25.164872,0 days 00:00:02.129568,256,1000000,0.9999,1.6880522816394338e-05,10000,-1.859012551648449,big,0.02,32,PRUNED
104,104,-15290.369460000002,2023-08-16 20:31:25.165776,2023-08-16 20:31:45.388253,0 days 00:00:20.222477,32,1000000,0.98,0.0011960468735915124,0,-0.32491960640097717,medium,0.05,512,PRUNED
105,105,-17113.0958628,2023-08-16 20:31:29.587149,2023-08-16 20:31:30.495745,0 days 00:00:00.908596,1024,1000000,0.95,2.471944259968823e-05,10000,-0.9442829447862424,medium,0.02,32,PRUNED
106,106,-17426.5678246,2023-08-16 20:31:30.496701,2023-08-16 20:31:31.390224,0 days 00:00:00.893523,32,1000000,0.98,0.0009930350260254435,20000,-0.765957474265483,medium,0.01,512,PRUNED
107,107,-18398.9543004,2023-08-16 20:31:31.391818,2023-08-16 20:31:32.600252,0 days 00:00:01.208434,128,10000,0.98,3.5992126061922555e-05,20000,-1.0259647983831206,medium,0.05,512,PRUNED
108,108,-407.5358491999999,2023-08-16 20:31:32.602098,2023-08-16 20:31:35.103671,0 days 00:00:02.501573,256,1000000,0.999,6.053120936882922e-05,20000,-1.9175587723181768,medium,0.02,32,COMPLETE
109,109,-1255.4916664,2023-08-16 20:31:35.105112,2023-08-16 20:31:38.924843,0 days 00:00:03.819731,256,1000000,0.999,0.00044806433414900526,1000,-2.609695752687851,medium,0.001,32,COMPLETE
110,110,-17709.028554,2023-08-16 20:31:38.926141,2023-08-16 20:31:40.044096,0 days 00:00:01.117955,256,1000000,0.999,0.0003439479224165533,1000,-2.7248041360186144,medium,0.001,4,PRUNED
111,111,-18933.0948022,2023-08-16 20:31:40.044981,2023-08-16 20:31:41.442734,0 days 00:00:01.397753,256,1000000,0.999,1.0539839247074239e-05,20000,-2.267528130028612,medium,0.02,32,PRUNED
112,112,-17969.833103000004,2023-08-16 20:31:41.444235,2023-08-16 20:31:42.404493,0 days 00:00:00.960258,256,1000000,0.9,0.0009276607442801609,1000,-3.047695457900794,medium,0.001,32,PRUNED
113,113,-18140.018386800002,2023-08-16 20:31:42.405416,2023-08-16 20:31:43.493019,0 days 00:00:01.087603,256,10000,0.999,0.0005368066367060984,1000,-2.5603829288990445,big,0.001,32,PRUNED
114,114,,2023-08-16 20:31:43.494723,,,256,1000000,0.999,0.002137734684444133,0,-1.907770179715467,medium,0.001,32,RUNNING
115,115,-17758.5656084,2023-08-16 20:31:45.390396,2023-08-16 20:31:46.374628,0 days 00:00:00.984232,16,10000,0.98,7.146907496712072e-05,1000,-1.0030280901433692,medium,0.01,64,PRUNED
116,116,-21089.333865800003,2023-08-16 20:31:46.375614,2023-08-16 20:31:49.157388,0 days 00:00:02.781774,256,1000000,0.95,0.00011930831942119352,10000,-0.9904260295077941,small,0.02,4,PRUNED
117,117,-18320.533549,2023-08-16 20:31:49.158922,2023-08-16 20:31:50.280680,0 days 00:00:01.121758,1024,1000000,0.999,1.9991877926944158e-05,1000,-3.612235607907002,medium,0.001,32,PRUNED
118,118,-17699.610678600002,2023-08-16 20:31:50.281564,2023-08-16 20:31:51.249520,0 days 00:00:00.967956,256,1000000,0.999,0.00012617607416988457,1000,-3.7376656473211165,medium,0.005,32,PRUNED
119,119,-296.80134940000005,2023-08-16 20:31:51.250424,2023-08-16 20:31:54.053937,0 days 00:00:02.803513,32,1000000,0.995,7.984152366090795e-05,10000,-1.3291743569042744,medium,0.001,32,COMPLETE
120,120,-17136.9539972,2023-08-16 20:31:54.055350,2023-08-16 20:31:55.032311,0 days 00:00:00.976961,128,1000000,0.98,0.00046895040977575607,1000,-0.15916551485070152,medium,0.02,32,PRUNED
121,121,-17814.493982599997,2023-08-16 20:31:55.033195,2023-08-16 20:31:56.068011,0 days 00:00:01.034816,128,1000000,0.98,0.0057941966479371,10000,0.06398152259409062,medium,0.02,32,PRUNED
122,122,-17684.751191800002,2023-08-16 20:31:56.068996,2023-08-16 20:31:57.118253,0 days 00:00:01.049257,256,1000000,0.9,1.0996424355275572e-05,10000,-1.3928959786036585,medium,0.02,32,PRUNED
123,123,-17587.3913788,2023-08-16 20:31:57.119353,2023-08-16 20:31:58.184538,0 days 00:00:01.065185,32,1000000,0.95,0.0003544452121478072,10000,-1.153757331987229,medium,0.001,32,PRUNED
124,124,-17348.683577199998,2023-08-16 20:31:58.185443,2023-08-16 20:31:59.223607,0 days 00:00:01.038164,32,10000,0.95,6.227612135500185e-05,20000,-0.9076304962721049,big,0.05,512,PRUNED
125,125,-23665.8346108,2023-08-16 20:31:59.224966,2023-08-16 20:32:01.375628,0 days 00:00:02.150662,32,1000000,0.995,1.9423593411708193e-05,10000,-0.9901495023431084,small,0.001,32,PRUNED
126,126,-53280.52026460001,2023-08-16 20:32:01.376521,2023-08-16 20:32:03.491014,0 days 00:00:02.114493,32,1000000,0.995,3.514977088312234e-05,10000,-0.7911837244239638,medium,0.001,128,PRUNED
127,127,-17602.7527064,2023-08-16 20:32:03.492649,2023-08-16 20:32:04.460281,0 days 00:00:00.967632,32,1000000,0.995,0.00018550967149107286,10000,-1.7595736490796074,medium,0.001,32,PRUNED
128,128,-17875.1023182,2023-08-16 20:32:04.461201,2023-08-16 20:32:05.560053,0 days 00:00:01.098852,32,10000,0.98,4.335046010499417e-05,20000,-0.695866564620061,medium,0.08,512,PRUNED
129,129,-18067.1683416,2023-08-16 20:32:05.563198,2023-08-16 20:32:06.779651,0 days 00:00:01.216453,256,1000000,0.999,0.0013449439004369756,20000,-1.9322293216042423,medium,0.02,128,PRUNED
130,130,-17066.8959764,2023-08-16 20:32:06.781511,2023-08-16 20:32:07.653667,0 days 00:00:00.872156,32,1000000,0.999,1.0665138099702842e-05,10000,-0.5924878273081527,medium,0.005,32,PRUNED
