,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_rate,params_learning_starts,params_log_std_init,params_net_arch,params_tau,params_train_freq,state
134,134,-18424.659547199997,2023-08-16 20:16:26.766634,2023-08-16 20:16:27.872923,0 days 00:00:01.106289,2048,100000,0.99,0.05624026626857784,1000,-1.4614006517165576,small,0.01,32,PRUNED
135,135,-23476.196957,2023-08-16 20:16:27.873735,2023-08-16 20:16:28.903573,0 days 00:00:01.029838,2048,100000,0.99,0.012648376423378047,10000,-1.6174632640464768,small,0.05,32,PRUNED
136,136,-18616.9785166,2023-08-16 20:16:28.904595,2023-08-16 20:17:31.461359,0 days 00:01:02.556764,512,100000,0.99,0.022388021386176352,0,0.1135307977177106,big,0.005,32,PRUNED
137,137,-32706.4502458,2023-08-16 20:16:54.200230,2023-08-16 20:16:56.010247,0 days 00:00:01.810017,256,10000,0.995,0.1142004578730505,10000,0.8465375488199962,big,0.01,64,PRUNED
138,138,-20545.2903258,2023-08-16 20:16:56.011720,2023-08-16 20:16:57.171398,0 days 00:00:01.159678,2048,100000,0.99,0.009074379381791798,1000,-1.5069092548524465,medium,0.05,32,PRUNED
139,139,-49153.756559400004,2023-08-16 20:16:57.172443,2023-08-16 20:17:16.752126,0 days 00:00:19.579683,512,100000,0.98,0.001015814289603037,0,-0.17861933158413573,small,0.005,4,PRUNED
140,140,-17775.635355,2023-08-16 20:17:16.753630,2023-08-16 20:17:30.726088,0 days 00:00:13.972458,128,1000000,0.98,0.0008691173964941512,0,-0.5685141900815374,small,0.005,16,PRUNED
141,141,-18955.8465818,2023-08-16 20:17:30.727344,2023-08-16 20:17:50.536020,0 days 00:00:19.808676,128,100000,0.95,0.006171744876674315,0,-0.31056254199417843,small,0.005,16,PRUNED
142,142,-18480.214457399998,2023-08-16 20:17:31.462911,2023-08-16 20:17:32.453668,0 days 00:00:00.990757,1024,100000,0.99,0.006837803810432331,1000,-1.2300976084597635,small,0.05,32,PRUNED
143,143,-16065.706956,2023-08-16 20:17:32.455107,2023-08-16 20:17:34.046732,0 days 00:00:01.591625,1024,10000,0.99,0.0042638514942290396,10000,0.3805538132685258,small,0.01,1,COMPLETE
144,144,-19219.728540599997,2023-08-16 20:17:34.047829,2023-08-16 20:17:35.214619,0 days 00:00:01.166790,16,10000,0.99,0.014644530272850132,10000,0.07882622050487767,small,0.05,512,PRUNED
145,145,-38254.4449802,2023-08-16 20:17:35.215431,2023-08-16 20:17:38.342624,0 days 00:00:03.127193,512,10000,0.95,0.13520012352585992,10000,0.5026790764347481,medium,0.01,1,PRUNED
146,146,-34529.0071858,2023-08-16 20:17:38.343852,2023-08-16 20:18:20.762081,0 days 00:00:42.418229,256,100000,0.98,0.00099708480441646,0,0.21262353771313328,big,0.005,16,PRUNED
147,147,-6755.9919614,2023-08-16 20:17:50.536963,2023-08-16 20:18:14.845690,0 days 00:00:24.308727,1024,100000,0.98,0.00236002874816089,0,-1.2841843873000665,small,0.005,16,COMPLETE
148,148,-18127.410859199998,2023-08-16 20:18:14.847633,2023-08-16 20:18:41.265165,0 days 00:00:26.417532,1024,10000,0.98,0.001475775815911093,0,-1.659877419969928,small,0.005,16,PRUNED
149,149,-29899.7433886,2023-08-16 20:18:20.763667,2023-08-16 20:18:23.147529,0 days 00:00:02.383862,64,10000,0.995,0.006767444319346085,10000,0.4612434358135402,medium,0.01,1,PRUNED
150,150,-18562.135328800003,2023-08-16 20:18:23.149140,2023-08-16 20:19:00.455429,0 days 00:00:37.306289,1024,100000,0.9,0.0004052625710490373,0,-0.7475461113409135,small,0.005,16,PRUNED
151,151,-18389.722755400002,2023-08-16 20:18:41.266326,2023-08-16 20:18:44.448445,0 days 00:00:03.182119,512,10000,0.995,0.011197646717497355,10000,0.5846452605096732,medium,0.05,1,PRUNED
152,152,-20111.726110800002,2023-08-16 20:18:44.449861,2023-08-16 20:18:47.323458,0 days 00:00:02.873597,2048,10000,0.95,4.773544212264992e-05,1000,0.9958691940475399,small,0.001,64,PRUNED
153,153,-10543.0416382,2023-08-16 20:18:47.332054,2023-08-16 20:19:36.704670,0 days 00:00:49.372616,1024,100000,0.98,0.0013594374598034054,0,-1.958254092457508,small,0.005,256,COMPLETE
154,154,-19740.4590408,2023-08-16 20:19:00.456764,2023-08-16 20:19:02.567762,0 days 00:00:02.110998,512,100000,0.95,0.010522385299279137,20000,0.32206876951273955,small,0.001,32,PRUNED
155,155,-17759.1474274,2023-08-16 20:19:02.573452,2023-08-16 20:19:04.480613,0 days 00:00:01.907161,2048,10000,0.99,0.010551488742458228,1000,-0.3888317683073589,small,0.05,64,PRUNED
156,156,-24293.801853599998,2023-08-16 20:19:04.482845,2023-08-16 20:19:07.842018,0 days 00:00:03.359173,2048,100000,0.995,0.018315145817077008,1000,-1.8656906350139253,small,0.05,32,PRUNED
157,157,-18377.458818,2023-08-16 20:19:07.843478,2023-08-16 20:19:51.538204,0 days 00:00:43.694726,1024,100000,0.98,0.004598986419208545,0,-0.945357727475316,small,0.005,16,PRUNED
158,158,-17793.4967224,2023-08-16 20:19:36.712152,2023-08-16 20:19:37.886496,0 days 00:00:01.174344,1024,100000,0.98,0.013374780696405164,20000,-1.7978111538902444,small,0.005,16,PRUNED
159,159,-17477.023626200003,2023-08-16 20:19:37.887748,2023-08-16 20:19:39.186230,0 days 00:00:01.298482,512,10000,0.99,0.045440425273601884,10000,-0.9049403332241143,small,0.02,512,PRUNED
160,160,-18576.260534,2023-08-16 20:19:39.187608,2023-08-16 20:19:41.396073,0 days 00:00:02.208465,1024,10000,0.99,0.02625631782117855,10000,0.10022269192505534,small,0.05,1,PRUNED
161,161,-18981.9890916,2023-08-16 20:19:41.400317,2023-08-16 20:20:34.451314,0 days 00:00:53.050997,2048,10000,0.98,0.0003305479268500268,0,-1.1675070993069991,small,0.05,64,PRUNED
162,162,-17496.3390512,2023-08-16 20:19:51.539520,2023-08-16 20:19:52.762451,0 days 00:00:01.222931,2048,10000,0.99,0.0004468044246683583,10000,0.734067869646936,small,0.05,16,PRUNED
163,163,-16220.4274674,2023-08-16 20:19:52.763833,2023-08-16 20:19:56.670543,0 days 00:00:03.906710,2048,100000,0.99,0.06284650569970629,1000,-2.758251547783219,small,0.05,32,COMPLETE
164,164,-17825.4004774,2023-08-16 20:19:56.671963,2023-08-16 20:20:31.152333,0 days 00:00:34.480370,1024,100000,0.98,0.005338747063327778,0,-2.8060478204021697,small,0.005,256,PRUNED
165,165,-18023.425451199997,2023-08-16 20:20:31.153141,2023-08-16 20:20:32.222478,0 days 00:00:01.069337,256,10000,0.98,0.00012533580445585376,1000,-0.03573312109026505,small,0.05,128,PRUNED
166,166,-17242.5779908,2023-08-16 20:20:32.223942,2023-08-16 20:20:33.212448,0 days 00:00:00.988506,512,10000,0.9999,0.08204979477887364,10000,0.7419716835744339,big,0.01,256,PRUNED
167,167,-60532.33346240001,2023-08-16 20:20:33.214250,2023-08-16 20:21:04.464402,0 days 00:00:31.250152,512,100000,0.98,0.004914060997657223,0,-2.339165058429029,small,0.005,32,PRUNED
168,168,-18491.6679124,2023-08-16 20:20:34.452135,2023-08-16 20:20:35.510803,0 days 00:00:01.058668,2048,10000,0.98,0.0007747237003225907,1000,-0.7516335742530741,small,0.05,64,PRUNED
169,169,-19716.700649800005,2023-08-16 20:20:35.512206,2023-08-16 20:20:36.608789,0 days 00:00:01.096583,256,10000,0.98,2.9584170517044247e-05,1000,0.9837062946826389,small,0.01,64,PRUNED
170,170,-38333.94622319999,2023-08-16 20:20:36.609767,2023-08-16 20:20:38.788479,0 days 00:00:02.178712,128,10000,0.99,0.01988348179771847,1000,-2.3030735116297687,small,0.05,64,PRUNED
171,171,-20503.021349,2023-08-16 20:20:38.789958,2023-08-16 20:20:40.271536,0 days 00:00:01.481578,2048,10000,0.9,0.00015578641133285776,1000,-0.35709709117783084,small,0.05,128,PRUNED
172,172,-18166.925303,2023-08-16 20:20:40.272607,2023-08-16 20:20:41.430309,0 days 00:00:01.157702,2048,10000,0.99,0.00841908233888018,1000,-1.5794290565715425,small,0.005,64,PRUNED
173,173,-17873.4176008,2023-08-16 20:20:41.431346,2023-08-16 20:20:42.266903,0 days 00:00:00.835557,2048,10000,0.98,0.00017441617166329303,20000,0.11230360827364128,small,0.08,64,PRUNED
174,174,-18373.3222674,2023-08-16 20:20:42.268467,2023-08-16 20:20:43.139352,0 days 00:00:00.870885,128,10000,0.98,1.0915397202018512e-05,1000,0.06596001180268407,big,0.05,64,PRUNED
175,175,-18105.9419138,2023-08-16 20:20:43.140271,2023-08-16 20:20:44.171387,0 days 00:00:01.031116,64,10000,0.995,0.020719623843241882,10000,0.9178151282308241,small,0.005,512,PRUNED
176,176,-22320.021332800003,2023-08-16 20:20:44.173225,2023-08-16 20:20:47.314584,0 days 00:00:03.141359,2048,100000,0.99,0.004133941038471752,1000,-1.7712075230017987,small,0.02,1,PRUNED
177,177,-23581.2535682,2023-08-16 20:20:47.315703,2023-08-16 20:20:49.877773,0 days 00:00:02.562070,512,10000,0.98,0.011489133479946808,10000,0.261602012800453,small,0.05,512,PRUNED
178,178,-18247.2288408,2023-08-16 20:20:49.878851,2023-08-16 20:22:03.467082,0 days 00:01:13.588231,1024,100000,0.98,0.00010412318931244841,0,-1.1543912890123813,medium,0.005,16,PRUNED
179,179,-18412.0709516,2023-08-16 20:21:04.473538,2023-08-16 20:21:22.449466,0 days 00:00:17.975928,512,100000,0.98,0.006034149459196999,0,-1.17557537939211,small,0.005,16,PRUNED
180,180,-18597.859168400002,2023-08-16 20:21:22.450735,2023-08-16 20:21:50.346121,0 days 00:00:27.895386,2048,100000,0.98,2.0801136634041988e-05,0,-2.500914662605133,small,0.005,256,PRUNED
181,181,-18575.103769799996,2023-08-16 20:21:50.347429,2023-08-16 20:21:51.418764,0 days 00:00:01.071335,512,10000,0.995,0.00022949556375705197,10000,0.4268575749886393,small,0.005,512,PRUNED
182,182,-18775.239055199996,2023-08-16 20:21:51.420363,2023-08-16 20:23:39.329105,0 days 00:01:47.908742,1024,100000,0.98,0.00017134642737785,0,-1.3851117125003218,big,0.005,256,PRUNED
183,183,-18391.62812,2023-08-16 20:22:03.468249,2023-08-16 20:22:04.578908,0 days 00:00:01.110659,512,100000,0.995,0.06944318111287219,1000,-0.4605761372810393,small,0.005,32,PRUNED
184,184,-17662.466843,2023-08-16 20:22:04.580530,2023-08-16 20:22:05.689969,0 days 00:00:01.109439,2048,100000,0.95,0.00012212144738946984,1000,0.42093577510115343,small,0.05,64,PRUNED
185,185,-18144.779587,2023-08-16 20:22:05.691993,2023-08-16 20:22:06.775959,0 days 00:00:01.083966,16,10000,0.98,2.9151087463877215e-05,1000,-0.38062386379008684,small,0.05,16,PRUNED
186,186,-17899.2297374,2023-08-16 20:22:06.776814,2023-08-16 20:22:07.977978,0 days 00:00:01.201164,2048,1000000,0.99,0.10089421241034631,1000,-0.9380215648499063,small,0.05,32,PRUNED
187,187,-1765.4064654000001,2023-08-16 20:22:07.979497,2023-08-16 20:22:11.204730,0 days 00:00:03.225233,2048,10000,0.98,0.00011972459123520395,10000,-0.6677564030121971,small,0.05,8,COMPLETE
188,188,-18469.040701600003,2023-08-16 20:22:11.206307,2023-08-16 20:22:12.227677,0 days 00:00:01.021370,512,10000,0.995,0.003598964229351002,10000,0.8562550847793992,small,0.005,128,PRUNED
189,189,-20249.3404134,2023-08-16 20:22:12.228751,2023-08-16 20:22:13.467448,0 days 00:00:01.238697,2048,10000,0.98,7.270419159510834e-05,10000,-0.7624658537732399,small,0.05,4,PRUNED
190,190,-17857.303851,2023-08-16 20:22:13.471043,2023-08-16 20:22:14.636613,0 days 00:00:01.165570,512,10000,0.9,0.02531526559043722,10000,0.30537460760513324,medium,0.01,8,PRUNED
191,191,-19500.226531000004,2023-08-16 20:22:14.637919,2023-08-16 20:22:45.210454,0 days 00:00:30.572535,1024,100000,0.99,0.0011890184147941131,0,-2.180720032206853,small,0.005,8,PRUNED
192,192,-17919.3764074,2023-08-16 20:22:45.211752,2023-08-16 20:22:46.634437,0 days 00:00:01.422685,2048,10000,0.98,9.529183267323266e-05,10000,-0.5804125931410393,small,0.02,8,PRUNED
193,193,-18339.4795112,2023-08-16 20:22:46.635859,2023-08-16 20:22:47.917081,0 days 00:00:01.281222,2048,10000,0.98,9.986885874831437e-05,10000,-0.519920647404126,small,0.05,8,PRUNED
194,194,-18268.875484199998,2023-08-16 20:22:47.919077,2023-08-16 20:22:49.401529,0 days 00:00:01.482452,512,100000,0.99,0.010764362246717406,1000,0.5723333278069199,small,0.005,32,PRUNED
195,195,-17409.948984399998,2023-08-16 20:22:49.403023,2023-08-16 20:22:50.446296,0 days 00:00:01.043273,2048,10000,0.9999,0.00023193082716797012,1000,0.8057035298953186,small,0.05,16,PRUNED
196,196,-18588.442426,2023-08-16 20:22:50.447890,2023-08-16 20:22:51.732628,0 days 00:00:01.284738,32,10000,0.98,4.367044871345519e-05,1000,-0.23884738453000798,small,0.05,512,PRUNED
197,197,-8383.26257,2023-08-16 20:22:51.733572,2023-08-16 20:24:17.494234,0 days 00:01:25.760662,512,100000,0.98,0.002200366777021938,0,-0.2595789680495729,big,0.02,16,COMPLETE
198,198,-18068.5666712,2023-08-16 20:23:39.330352,2023-08-16 20:23:41.073470,0 days 00:00:01.743118,512,10000,0.98,0.004303700028786131,10000,0.6180189088603438,medium,0.01,1,PRUNED
199,199,-17404.4144124,2023-08-16 20:23:41.074497,2023-08-16 20:23:42.359854,0 days 00:00:01.285357,512,10000,0.9999,0.026786140823576794,10000,0.9355109914319338,small,0.005,512,PRUNED
200,200,-22653.2786746,2023-08-16 20:23:42.362868,2023-08-16 20:24:03.582831,0 days 00:00:21.219963,512,100000,0.9,0.01093821717999933,0,0.583865115162089,small,0.005,32,PRUNED
201,201,-18550.365501,2023-08-16 20:24:03.584448,2023-08-16 20:24:04.833754,0 days 00:00:01.249306,2048,1000000,0.98,0.00017711834313509896,1000,0.8084842317777643,small,0.05,64,PRUNED
202,202,-18049.3484696,2023-08-16 20:24:04.835281,2023-08-16 20:24:06.165933,0 days 00:00:01.330652,2048,1000000,0.99,0.005972326650820261,1000,-2.5746407850338584,small,0.05,256,PRUNED
203,203,-17832.542817200003,2023-08-16 20:24:06.167347,2023-08-16 20:24:09.255283,0 days 00:00:03.087936,2048,1000000,0.99,0.007121126314627265,1000,-3.0984548172266693,big,0.05,128,PRUNED
204,204,-25089.359421399997,2023-08-16 20:24:09.256348,2023-08-16 20:24:11.738518,0 days 00:00:02.482170,16,1000000,0.99,0.0004640523419794954,1000,-2.632564119617564,small,0.05,128,PRUNED
205,205,-7564.946641199999,2023-08-16 20:24:11.739778,2023-08-16 20:24:19.693194,0 days 00:00:07.953416,2048,1000000,0.995,0.0036499326840485694,1000,-2.9366514234173913,small,0.05,128,COMPLETE
206,206,-18434.1611246,2023-08-16 20:24:17.496654,2023-08-16 20:24:43.803052,0 days 00:00:26.306398,32,100000,0.98,0.007149751451601577,0,-0.6648520634170955,big,0.02,16,PRUNED
207,207,-18499.4754326,2023-08-16 20:24:19.695286,2023-08-16 20:24:34.501807,0 days 00:00:14.806521,1024,100000,0.95,0.008469194962161246,0,0.36559038132548377,small,0.005,512,PRUNED
208,208,-17951.366140399998,2023-08-16 20:24:34.503185,2023-08-16 20:24:35.503877,0 days 00:00:01.000692,128,1000000,0.995,0.0015919990080830039,1000,-3.2738619463137906,small,0.05,128,PRUNED
209,209,-18315.476597400004,2023-08-16 20:24:35.505932,2023-08-16 20:25:16.849216,0 days 00:00:41.343284,128,100000,0.98,0.0013879173075496186,0,-0.30060282493850765,big,0.02,16,PRUNED
210,210,-33747.3071476,2023-08-16 20:24:43.804034,2023-08-16 20:24:45.518817,0 days 00:00:01.714783,2048,1000000,0.995,0.00045702370603106855,1000,-3.5103103040467927,small,0.05,128,PRUNED
211,211,-18294.2367066,2023-08-16 20:24:45.519678,2023-08-16 20:26:23.122823,0 days 00:01:37.603145,512,100000,0.98,0.0009876465304321774,0,-1.0056887621673511,big,0.02,16,PRUNED
212,212,,2023-08-16 20:25:16.850894,,,512,100000,0.98,0.0005450255745313671,0,-1.9797248478288312,big,0.02,16,RUNNING
213,213,,2023-08-16 20:26:23.124159,,,512,10000,0.99,0.0033437073748148207,0,0.11468288848988706,small,0.05,64,RUNNING
