,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_rate,params_learning_starts,params_log_std_init,params_net_arch,params_tau,params_train_freq,state
18,18,-17941.5403134,2023-08-16 20:09:51.605059,2023-08-16 20:09:52.616536,0 days 00:00:01.011477,16,100000,0.98,0.24045947645875784,20000,-0.4178930715648934,small,0.001,128,COMPLETE
19,19,-20372.7611742,2023-08-16 20:09:52.618820,2023-08-16 20:09:54.476693,0 days 00:00:01.857873,16,100000,0.999,0.0014886366939705809,20000,-0.9870393628753434,small,0.005,4,PRUNED
20,20,-17762.247411199998,2023-08-16 20:09:54.477593,2023-08-16 20:09:55.509424,0 days 00:00:01.031831,512,10000,0.995,0.017925597043559595,10000,0.6786767500621036,big,0.01,4,COMPLETE
21,21,-11137.066711399999,2023-08-16 20:09:55.512171,2023-08-16 20:09:59.325894,0 days 00:00:03.813723,512,10000,0.995,0.004342914756966511,10000,0.8647087206605022,small,0.005,512,COMPLETE
22,22,-17628.8251846,2023-08-16 20:09:57.037176,2023-08-16 20:09:58.091232,0 days 00:00:01.054056,512,1000000,0.95,0.21102361074343434,20000,0.6903286281945458,big,0.05,128,COMPLETE
23,23,-18233.3118522,2023-08-16 20:09:58.092673,2023-08-16 20:11:04.635971,0 days 00:01:06.543298,512,1000000,0.95,0.5969065116470025,0,0.5058033174561436,big,0.05,8,PRUNED
24,24,-1946.8860369999998,2023-08-16 20:09:59.327757,2023-08-16 20:10:04.135036,0 days 00:00:04.807279,512,10000,0.995,0.04434233766595438,10000,0.5704995643523091,big,0.01,1,COMPLETE
25,25,-17662.3242998,2023-08-16 20:10:04.136190,2023-08-16 20:10:05.028447,0 days 00:00:00.892257,512,10000,0.995,0.00027211777250130397,10000,0.36601029920524064,small,0.005,64,COMPLETE
26,26,-36181.22571499999,2023-08-16 20:10:05.029900,2023-08-16 20:10:07.738290,0 days 00:00:02.708390,512,10000,0.9999,0.0854700878059125,10000,0.606543821053297,big,0.08,1,PRUNED
27,27,-12868.7317984,2023-08-16 20:10:07.739809,2023-08-16 20:10:28.249606,0 days 00:00:20.509797,512,10000,0.95,0.004908062397024342,0,-0.029577863365185975,small,0.005,512,COMPLETE
28,28,-17630.961681,2023-08-16 20:10:28.251306,2023-08-16 20:10:30.008209,0 days 00:00:01.756903,2048,10000,0.9,0.07911322016112324,10000,0.40155584774010006,big,0.01,1,COMPLETE
29,29,-17654.0974178,2023-08-16 20:10:30.009336,2023-08-16 20:10:31.132726,0 days 00:00:01.123390,128,10000,0.995,0.0653318866264468,10000,0.7672282641297654,small,0.005,4,COMPLETE
30,30,-18445.4481702,2023-08-16 20:10:31.134743,2023-08-16 20:10:40.054565,0 days 00:00:08.919822,32,10000,0.95,0.007242934162923068,0,-0.44970527957976636,small,0.005,512,PRUNED
31,31,-5609.1237748,2023-08-16 20:10:40.055540,2023-08-16 20:10:42.916101,0 days 00:00:02.860561,512,10000,0.99,0.04803631493236896,10000,0.26983656595962013,small,0.05,512,COMPLETE
32,32,-18579.538827,2023-08-16 20:10:42.917684,2023-08-16 20:10:43.897338,0 days 00:00:00.979654,512,10000,0.99,0.2941774171125707,10000,0.505247810308161,small,0.05,512,PRUNED
33,33,-18576.969984999996,2023-08-16 20:10:43.898566,2023-08-16 20:11:06.048468,0 days 00:00:22.149902,512,10000,0.95,0.00796937336885648,0,-0.14149715524248252,medium,0.005,512,PRUNED
34,34,-18707.6345772,2023-08-16 20:11:04.637107,2023-08-16 20:11:18.886355,0 days 00:00:14.249248,512,10000,0.9,0.003040235141731754,0,0.5378649331743205,small,0.005,256,PRUNED
35,35,-17526.632758,2023-08-16 20:11:06.049401,2023-08-16 20:11:07.002145,0 days 00:00:00.952744,512,10000,0.9,0.0022610801683923877,10000,0.6337685802660113,small,0.005,512,COMPLETE
36,36,-17335.4314554,2023-08-16 20:11:07.003357,2023-08-16 20:11:23.563669,0 days 00:00:16.560312,512,10000,0.9999,0.006253661189368197,0,0.8101975921637777,small,0.005,1,COMPLETE
37,37,-6745.0584726,2023-08-16 20:11:18.887922,2023-08-16 20:11:41.859363,0 days 00:00:22.971441,512,100000,0.95,0.00926430133849773,0,0.2734416702713562,small,0.005,32,COMPLETE
38,38,-18870.223334800005,2023-08-16 20:11:23.565299,2023-08-16 20:11:24.729630,0 days 00:00:01.164331,512,1000000,0.995,0.03546575710017607,10000,-0.1650025349890485,small,0.005,512,PRUNED
39,39,-30670.160383599996,2023-08-16 20:11:24.730409,2023-08-16 20:11:26.350956,0 days 00:00:01.620547,512,10000,0.99,0.08092903155925048,20000,-0.13965011200786226,small,0.02,128,PRUNED
40,40,-26689.334416799997,2023-08-16 20:11:26.352372,2023-08-16 20:11:27.522963,0 days 00:00:01.170591,256,10000,0.995,0.001530778091827477,10000,0.8309653731137062,small,0.005,512,PRUNED
41,41,-18447.787755999998,2023-08-16 20:11:27.524539,2023-08-16 20:11:38.996514,0 days 00:00:11.471975,1024,10000,0.995,0.0015356691812370385,0,0.8064489788317927,small,0.02,512,PRUNED
42,42,-22385.871195599997,2023-08-16 20:11:38.998031,2023-08-16 20:12:00.208148,0 days 00:00:21.210117,512,10000,0.9999,0.031034865252425034,0,0.004452236222980521,small,0.005,1,PRUNED
43,43,-18013.1885138,2023-08-16 20:11:41.860620,2023-08-16 20:11:43.461827,0 days 00:00:01.601207,512,10000,0.999,0.013693679626476843,10000,0.9274922529266836,big,0.01,1,PRUNED
44,44,-18790.960433,2023-08-16 20:11:43.462660,2023-08-16 20:12:03.385656,0 days 00:00:19.922996,512,100000,0.95,0.057891104719444586,0,0.39273187487210187,small,0.005,32,PRUNED
45,45,-17469.6038492,2023-08-16 20:12:00.209596,2023-08-16 20:12:01.157203,0 days 00:00:00.947607,512,10000,0.99,0.007575695107726499,10000,0.29514203564575037,big,0.02,512,COMPLETE
46,46,-20907.798213,2023-08-16 20:12:01.158187,2023-08-16 20:12:39.559471,0 days 00:00:38.401284,512,100000,0.95,0.001159520215604915,0,-0.4177614662977422,small,0.005,32,PRUNED
47,47,-22858.7295982,2023-08-16 20:12:03.387109,2023-08-16 20:12:05.081947,0 days 00:00:01.694838,512,10000,0.95,0.007611003434446643,1000,-0.8051963712499451,small,0.005,8,PRUNED
48,48,-18371.2072092,2023-08-16 20:12:05.083521,2023-08-16 20:12:06.633963,0 days 00:00:01.550442,16,10000,0.995,0.008587053995787144,10000,0.1120052672417976,big,0.05,1,PRUNED
49,49,-1070.523893,2023-08-16 20:12:06.634853,2023-08-16 20:12:09.423692,0 days 00:00:02.788839,512,10000,0.995,0.008562111503845695,10000,0.2730604586513845,medium,0.01,1,COMPLETE
50,50,-12584.631930599999,2023-08-16 20:12:09.424752,2023-08-16 20:12:12.903271,0 days 00:00:03.478519,512,10000,0.995,0.0009973311660492646,10000,-0.9165559623646522,medium,0.02,1,COMPLETE
51,51,-32121.629296799998,2023-08-16 20:12:12.904415,2023-08-16 20:12:15.232100,0 days 00:00:02.327685,512,10000,0.995,0.25172490384344676,10000,-0.025015623401363263,medium,0.01,512,PRUNED
52,52,-17863.280315,2023-08-16 20:12:15.233051,2023-08-16 20:12:16.763806,0 days 00:00:01.530755,512,10000,0.995,0.003708709865761242,10000,-0.4911104251580479,medium,0.01,1,PRUNED
53,53,-17819.215537600005,2023-08-16 20:12:16.765423,2023-08-16 20:12:18.354590,0 days 00:00:01.589167,32,10000,0.995,0.09570077810815779,10000,0.7266932617378856,small,0.01,1,PRUNED
54,54,-6688.122389200001,2023-08-16 20:12:18.355898,2023-08-16 20:12:20.867155,0 days 00:00:02.511257,2048,10000,0.99,0.0088064609938232,10000,-0.3981124468905406,small,0.05,64,COMPLETE
55,55,-18083.119279999995,2023-08-16 20:12:20.868961,2023-08-16 20:12:21.850044,0 days 00:00:00.981083,512,10000,0.995,0.0024970571323724693,10000,-0.012926745396523609,small,0.001,512,PRUNED
56,56,-23052.5325942,2023-08-16 20:12:21.851173,2023-08-16 20:12:23.964527,0 days 00:00:02.113354,2048,10000,0.9,0.0003619580374484925,10000,-0.7262965483211501,small,0.05,64,PRUNED
57,57,-17601.1543374,2023-08-16 20:12:23.966102,2023-08-16 20:12:25.405680,0 days 00:00:01.439578,512,100000,0.995,0.022887931387752174,10000,0.6784527569323993,big,0.01,1,COMPLETE
58,58,-2965.0225106000003,2023-08-16 20:12:25.406796,2023-08-16 20:12:29.761802,0 days 00:00:04.355006,2048,10000,0.99,0.004238012345390969,1000,-0.9408153010143563,small,0.05,64,COMPLETE
59,59,-17698.4109974,2023-08-16 20:12:29.763589,2023-08-16 20:12:30.573633,0 days 00:00:00.810044,64,10000,0.99,0.0013408795029856877,1000,-1.3836887024495064,small,0.05,64,PRUNED
60,60,-17859.800366,2023-08-16 20:12:30.574369,2023-08-16 20:12:31.425012,0 days 00:00:00.850643,2048,10000,0.9999,0.3384123139593363,1000,-0.7022014006130968,small,0.05,64,PRUNED
61,61,-17242.158770600003,2023-08-16 20:12:31.426120,2023-08-16 20:12:33.789150,0 days 00:00:02.363030,2048,10000,0.99,0.027263798271699325,1000,-0.15553902607011894,small,0.02,64,COMPLETE
62,62,-23258.932581200002,2023-08-16 20:12:33.790369,2023-08-16 20:12:35.221613,0 days 00:00:01.431244,2048,10000,0.99,0.013736540664944525,10000,-0.8075924619698562,small,0.05,64,PRUNED
63,63,-36014.825086,2023-08-16 20:12:35.222546,2023-08-16 20:12:38.662041,0 days 00:00:03.439495,2048,10000,0.995,0.006743220246853771,20000,0.4384457005779263,medium,0.01,1,PRUNED
64,64,-18531.2341938,2023-08-16 20:12:38.663168,2023-08-16 20:12:39.810161,0 days 00:00:01.146993,512,10000,0.995,0.006437610934305582,10000,0.13615346244159665,big,0.005,512,PRUNED
65,65,-18871.4449238,2023-08-16 20:12:39.560397,2023-08-16 20:14:34.061720,0 days 00:01:54.501323,512,10000,0.995,0.07797155943960314,0,0.48329424077885696,big,0.01,1,PRUNED
66,66,-27632.917001,2023-08-16 20:12:39.811320,2023-08-16 20:12:43.413039,0 days 00:00:03.601719,512,10000,0.995,0.2541575707156073,10000,-0.039690049612845835,big,0.01,1,PRUNED
67,67,-18080.216107,2023-08-16 20:12:43.413967,2023-08-16 20:12:44.863428,0 days 00:00:01.449461,2048,10000,0.99,0.002332708556276959,20000,-0.07421624158457812,small,0.05,512,PRUNED
68,68,-17415.6194124,2023-08-16 20:12:44.864722,2023-08-16 20:12:47.168921,0 days 00:00:02.304199,2048,10000,0.99,0.03518456616721559,1000,-1.5936518828996356,small,0.001,16,COMPLETE
69,69,-18271.1555862,2023-08-16 20:12:47.171467,2023-08-16 20:12:48.857540,0 days 00:00:01.686073,2048,10000,0.99,0.09154131293778782,1000,-1.3963504655466816,big,0.05,64,PRUNED
70,70,-3024.8574894,2023-08-16 20:12:48.861990,2023-08-16 20:12:55.421321,0 days 00:00:06.559331,2048,10000,0.98,0.00047499698058120314,1000,-0.6180972035601003,small,0.05,64,COMPLETE
71,71,-12404.7833308,2023-08-16 20:12:55.423148,2023-08-16 20:13:00.397285,0 days 00:00:04.974137,2048,1000000,0.98,0.0013183265063667032,1000,-1.4183373493617473,small,0.05,64,COMPLETE
72,72,-17497.107541999998,2023-08-16 20:13:00.398630,2023-08-16 20:13:01.406347,0 days 00:00:01.007717,512,10000,0.999,0.005068645552228202,10000,0.6466651550220465,small,0.05,32,COMPLETE
73,73,-4621.128029999999,2023-08-16 20:13:01.407524,2023-08-16 20:13:04.989303,0 days 00:00:03.581779,1024,10000,0.99,0.02211350544577854,10000,0.17687659545659606,small,0.05,1,COMPLETE
74,74,-26863.8264754,2023-08-16 20:13:04.990711,2023-08-16 20:13:07.615206,0 days 00:00:02.624495,256,10000,0.99,0.08890795019309507,10000,0.23381041338828942,small,0.02,1,PRUNED
75,75,-2203.7662422000003,2023-08-16 20:13:07.616087,2023-08-16 20:13:12.608998,0 days 00:00:04.992911,2048,10000,0.98,1.9749506652180883e-05,1000,0.778853653507028,small,0.05,64,COMPLETE
76,76,-9315.8379982,2023-08-16 20:13:12.610265,2023-08-16 20:13:17.478772,0 days 00:00:04.868507,2048,10000,0.98,6.745980854824556e-05,1000,0.5990183498876233,small,0.05,64,COMPLETE
77,77,-18368.236945,2023-08-16 20:13:17.480799,2023-08-16 20:13:18.739635,0 days 00:00:01.258836,512,10000,0.99,0.002715907946024399,10000,0.28639181629036076,small,0.05,256,PRUNED
78,78,-28380.360769799998,2023-08-16 20:13:18.740791,2023-08-16 20:13:20.571753,0 days 00:00:01.830962,2048,10000,0.9999,5.900911976498718e-05,1000,-1.758099397600117,small,0.05,64,PRUNED
79,79,-22646.426850400003,2023-08-16 20:13:20.573158,2023-08-16 20:13:22.977154,0 days 00:00:02.403996,1024,10000,0.99,0.0006326277084541816,10000,-0.6892827976020764,small,0.05,1,PRUNED
80,80,-25107.260687399998,2023-08-16 20:13:22.979208,2023-08-16 20:13:24.176466,0 days 00:00:01.197258,2048,100000,0.98,1.4836535234294746e-05,20000,0.43616884413181917,small,0.05,64,PRUNED
81,81,-18487.773197399998,2023-08-16 20:13:24.177427,2023-08-16 20:13:25.057575,0 days 00:00:00.880148,128,10000,0.98,0.0009627361733293921,1000,-0.687680753123788,small,0.05,64,PRUNED
82,82,-17516.246374799997,2023-08-16 20:13:25.058623,2023-08-16 20:13:28.105436,0 days 00:00:03.046813,1024,10000,0.99,0.049231896684164236,10000,0.5063798842010464,big,0.05,1,COMPLETE
83,83,-18753.683476600003,2023-08-16 20:13:28.106624,2023-08-16 20:13:29.397397,0 days 00:00:01.290773,2048,10000,0.98,1.0559490526732131e-05,1000,0.04804429316726799,big,0.05,8,PRUNED
84,84,-22618.6538894,2023-08-16 20:13:29.398285,2023-08-16 20:13:30.379038,0 days 00:00:00.980753,1024,10000,0.99,0.008788856181041893,10000,0.5939277674860085,small,0.001,128,PRUNED
85,85,-17710.9524178,2023-08-16 20:13:30.380090,2023-08-16 20:13:31.386546,0 days 00:00:01.006456,2048,10000,0.995,0.001100551419199842,1000,-0.11811528763779694,small,0.05,32,PRUNED
86,86,-22257.6458886,2023-08-16 20:13:31.387773,2023-08-16 20:13:34.044745,0 days 00:00:02.656972,2048,10000,0.95,4.719475995973719e-05,1000,-0.1576249767182506,small,0.05,1,PRUNED
87,87,-24243.4269952,2023-08-16 20:13:34.045560,2023-08-16 20:13:36.354042,0 days 00:00:02.308482,1024,1000000,0.99,0.00841358382888821,20000,0.04765697518308312,small,0.05,1,PRUNED
88,88,-17846.0594844,2023-08-16 20:13:36.355218,2023-08-16 20:13:37.202400,0 days 00:00:00.847182,1024,10000,0.99,0.05506943280145113,10000,0.674410746169634,small,0.05,8,PRUNED
89,89,-17634.746096199997,2023-08-16 20:13:37.204441,2023-08-16 20:13:37.965969,0 days 00:00:00.761528,2048,10000,0.98,7.591823041302608e-05,1000,-1.291863145338365,small,0.01,64,PRUNED
90,90,-17849.6219866,2023-08-16 20:13:37.967179,2023-08-16 20:13:40.224344,0 days 00:00:02.257165,128,10000,0.9999,0.05685731124196345,10000,0.43257765072012966,small,0.05,1,PRUNED
91,91,-18373.5454328,2023-08-16 20:13:40.225667,2023-08-16 20:13:41.408467,0 days 00:00:01.182800,1024,10000,0.9,0.07701650747190446,10000,0.6876344559749659,small,0.05,1,PRUNED
92,92,-18564.3991598,2023-08-16 20:13:41.409468,2023-08-16 20:13:42.253309,0 days 00:00:00.843841,2048,10000,0.98,2.0532603539307892e-05,1000,0.7445109951714405,small,0.05,64,PRUNED
93,93,-3799.864888,2023-08-16 20:13:42.254414,2023-08-16 20:13:46.183989,0 days 00:00:03.929575,2048,10000,0.99,0.003982901433342085,1000,-1.6056323691894092,small,0.05,64,COMPLETE
94,94,-30988.828123200004,2023-08-16 20:13:46.185642,2023-08-16 20:13:47.872132,0 days 00:00:01.686490,2048,10000,0.99,0.0014083986514477904,1000,-0.41065004265493865,small,0.05,4,PRUNED
95,95,-1056.4649642,2023-08-16 20:13:47.873863,2023-08-16 20:13:50.615692,0 days 00:00:02.741829,2048,10000,0.99,0.014072633666840834,1000,-2.246628206694901,small,0.05,1,COMPLETE
96,96,-18629.4545564,2023-08-16 20:13:50.616557,2023-08-16 20:13:52.422688,0 days 00:00:01.806131,2048,10000,0.99,0.01626955201352137,1000,-2.215861799187602,small,0.05,1,PRUNED
97,97,-11953.8158704,2023-08-16 20:13:52.423914,2023-08-16 20:13:58.110044,0 days 00:00:05.686130,2048,1000000,0.99,0.005109704082787938,1000,-2.945134748302283,small,0.05,128,COMPLETE
98,98,-14229.8459294,2023-08-16 20:13:58.111969,2023-08-16 20:14:01.046998,0 days 00:00:02.935029,32,10000,0.99,0.05269114439211498,10000,-0.19725089280983849,small,0.05,1,COMPLETE
99,99,-47144.840230999995,2023-08-16 20:14:01.049071,2023-08-16 20:14:03.100230,0 days 00:00:02.051159,2048,10000,0.99,0.0014114954274826394,20000,-1.3091713794475157,medium,0.05,64,PRUNED
100,100,-18091.587058600002,2023-08-16 20:14:03.101542,2023-08-16 20:14:04.139601,0 days 00:00:01.038059,512,10000,0.99,0.0677109629567506,1000,0.288303642660459,small,0.001,512,PRUNED
101,101,-18725.8331538,2023-08-16 20:14:04.141043,2023-08-16 20:14:05.332875,0 days 00:00:01.191832,2048,10000,0.999,0.01066356016245245,1000,-2.2870259127761265,small,0.05,64,PRUNED
102,102,-17092.1551236,2023-08-16 20:14:05.336282,2023-08-16 20:14:08.494734,0 days 00:00:03.158452,2048,10000,0.99,0.00024334481062579302,1000,-1.3374979757524712,small,0.05,64,COMPLETE
103,103,-17805.871038200003,2023-08-16 20:14:08.496010,2023-08-16 20:14:10.260798,0 days 00:00:01.764788,512,10000,0.995,0.006452455186329351,10000,0.29045558921552067,big,0.001,1,PRUNED
104,104,-22185.908808999997,2023-08-16 20:14:10.262075,2023-08-16 20:14:12.898314,0 days 00:00:02.636239,2048,10000,0.98,0.00138096530056747,1000,-0.4691600210726573,small,0.05,256,PRUNED
105,105,-24964.2278026,2023-08-16 20:14:12.899774,2023-08-16 20:14:15.737636,0 days 00:00:02.837862,512,10000,0.995,0.044814458618962785,20000,0.827030674515675,big,0.02,1,PRUNED
106,106,-18357.8502294,2023-08-16 20:14:15.738627,2023-08-16 20:14:17.296627,0 days 00:00:01.558000,1024,10000,0.99,0.02209247235521581,1000,-2.040706735443827,small,0.05,8,PRUNED
107,107,-2871.6422507999996,2023-08-16 20:14:17.298008,2023-08-16 20:14:49.039622,0 days 00:00:31.741614,512,100000,0.98,0.002507945893520279,0,-0.506448929645918,small,0.005,16,COMPLETE
108,108,-61477.2849346,2023-08-16 20:14:34.067854,2023-08-16 20:14:36.280632,0 days 00:00:02.212778,512,1000000,0.99,0.0015374543320707155,10000,-0.4447007230009269,small,0.05,512,PRUNED
109,109,-17396.0621282,2023-08-16 20:14:36.282591,2023-08-16 20:14:37.891030,0 days 00:00:01.608439,128,10000,0.995,0.007801490776066445,10000,0.1488489320588457,big,0.01,1,COMPLETE
110,110,-18340.9246986,2023-08-16 20:14:37.892632,2023-08-16 20:14:38.982378,0 days 00:00:01.089746,2048,10000,0.98,0.0024973138661940975,1000,-0.5783980742645898,medium,0.05,64,PRUNED
111,111,-22353.903004400003,2023-08-16 20:14:38.984110,2023-08-16 20:14:40.652793,0 days 00:00:01.668683,512,100000,0.99,0.036950734698220564,10000,0.013079601700338506,small,0.05,128,PRUNED
112,112,-34807.4529484,2023-08-16 20:14:40.653703,2023-08-16 20:14:43.578805,0 days 00:00:02.925102,32,10000,0.98,1.5097640557089624e-05,1000,0.6003972182971192,small,0.08,64,PRUNED
113,113,-21888.1033268,2023-08-16 20:14:43.579667,2023-08-16 20:14:44.907045,0 days 00:00:01.327378,2048,10000,0.98,1.0666707354703485e-05,1000,0.44286400407836246,small,0.08,256,PRUNED
114,114,-17406.7509322,2023-08-16 20:14:44.908926,2023-08-16 20:14:49.153797,0 days 00:00:04.244871,2048,10000,0.98,0.002855737353287471,1000,-0.022646179018973034,small,0.005,64,COMPLETE
115,115,-19951.889647,2023-08-16 20:14:49.042122,2023-08-16 20:15:07.782319,0 days 00:00:18.740197,512,100000,0.98,0.015916678224742103,0,-0.767647143782535,small,0.001,16,PRUNED
116,116,-5720.7802152,2023-08-16 20:14:49.156542,2023-08-16 20:15:09.590030,0 days 00:00:20.433488,512,100000,0.98,0.0010280496860941453,0,0.02752842820101642,small,0.005,16,COMPLETE
117,117,-25092.153192600003,2023-08-16 20:15:07.783863,2023-08-16 20:15:22.576949,0 days 00:00:14.793086,16,100000,0.98,0.00011090931123155458,0,0.4290383741495921,small,0.005,16,PRUNED
118,118,-18011.2679654,2023-08-16 20:15:09.591756,2023-08-16 20:15:28.113841,0 days 00:00:18.522085,512,100000,0.98,4.262674728039306e-05,0,-0.18997221484277618,small,0.005,16,PRUNED
119,119,-15407.271551399997,2023-08-16 20:15:22.578480,2023-08-16 20:15:23.896012,0 days 00:00:01.317532,512,100000,0.98,0.0004865922254017197,10000,-0.06882786735869995,small,0.005,16,COMPLETE
120,120,-16875.998599000002,2023-08-16 20:15:23.897906,2023-08-16 20:15:39.041020,0 days 00:00:15.143114,32,100000,0.98,0.00371800068739702,0,0.043591942822657534,small,0.01,16,COMPLETE
121,121,-34067.093914,2023-08-16 20:15:28.115145,2023-08-16 20:15:30.174053,0 days 00:00:02.058908,16,10000,0.995,0.004660751947718728,10000,0.17934877023764226,medium,0.01,16,PRUNED
122,122,-18576.8356268,2023-08-16 20:15:30.175052,2023-08-16 20:15:47.917773,0 days 00:00:17.742721,512,100000,0.98,0.016284579398965368,0,0.8513670926782142,small,0.005,16,PRUNED
123,123,-16287.5476054,2023-08-16 20:15:39.042258,2023-08-16 20:15:56.651493,0 days 00:00:17.609235,256,100000,0.98,0.0019780954351204106,0,-0.270658515853724,small,0.005,1,COMPLETE
124,124,-22245.6556006,2023-08-16 20:15:47.918736,2023-08-16 20:15:49.924395,0 days 00:00:02.005659,16,10000,0.99,0.004581843269719949,1000,-1.1787627941968393,medium,0.05,64,PRUNED
125,125,-18445.5612912,2023-08-16 20:15:49.925908,2023-08-16 20:16:08.159923,0 days 00:00:18.234015,128,100000,0.98,0.0006315121740922366,0,-0.5314873032312628,small,0.005,8,PRUNED
126,126,-8301.0841614,2023-08-16 20:15:56.653495,2023-08-16 20:15:59.958948,0 days 00:00:03.305453,2048,100000,0.99,0.024760007533267406,1000,-1.83348774191899,small,0.05,32,COMPLETE
127,127,-11611.1497318,2023-08-16 20:15:59.960198,2023-08-16 20:16:03.137420,0 days 00:00:03.177222,512,100000,0.995,0.01900131691572209,1000,0.6725654842156372,small,0.005,32,COMPLETE
128,128,-17768.6434396,2023-08-16 20:16:03.139403,2023-08-16 20:16:04.023704,0 days 00:00:00.884301,32,10000,0.99,0.010486617521397627,10000,0.8349574230429389,small,0.08,512,PRUNED
129,129,-18606.8265188,2023-08-16 20:16:04.025729,2023-08-16 20:16:21.654953,0 days 00:00:17.629224,512,100000,0.999,0.0013644978118537937,0,-0.3932815999750623,small,0.005,16,PRUNED
130,130,-13566.011142,2023-08-16 20:16:08.161309,2023-08-16 20:16:54.198790,0 days 00:00:46.037481,512,100000,0.999,0.0006035528117189838,0,-0.924752091174856,medium,0.005,16,COMPLETE
131,131,-23158.832238199997,2023-08-16 20:16:21.655913,2023-08-16 20:16:23.891182,0 days 00:00:02.235269,512,1000000,0.995,0.02976097589770206,10000,0.2287051410714805,medium,0.01,1,PRUNED
132,132,-24228.9203872,2023-08-16 20:16:23.892684,2023-08-16 20:16:25.677414,0 days 00:00:01.784730,2048,100000,0.95,0.5309770981169927,1000,-0.5186518416692216,small,0.05,32,PRUNED
133,133,-23581.3588322,2023-08-16 20:16:25.678268,2023-08-16 20:16:26.765201,0 days 00:00:01.086933,2048,100000,0.99,0.01823850280225425,1000,-1.9763308648818476,small,0.05,16,PRUNED
